,TMUS
2015-08-24,38.72999954223633
2015-08-25,38.130001068115234
2015-08-26,38.959999084472656
2015-08-27,39.939998626708984
2015-08-28,40.0
2015-08-31,39.61000061035156
2015-09-01,38.959999084472656
2015-09-02,39.31999969482422
2015-09-03,39.45000076293945
2015-09-04,39.220001220703125
2015-09-08,40.279998779296875
2015-09-09,39.439998626708984
2015-09-10,39.650001525878906
2015-09-11,39.81999969482422
2015-09-14,39.95000076293945
2015-09-15,41.310001373291016
2015-09-16,41.529998779296875
2015-09-17,42.470001220703125
2015-09-18,41.84000015258789
2015-09-21,42.810001373291016
2015-09-22,42.34000015258789
2015-09-23,43.029998779296875
2015-09-24,42.52000045776367
2015-09-25,42.72999954223633
2015-09-28,40.540000915527344
2015-09-29,39.560001373291016
2015-09-30,39.810001373291016
2015-10-01,40.130001068115234
2015-10-02,40.70000076293945
2015-10-05,40.959999084472656
2015-10-06,40.650001525878906
2015-10-07,40.369998931884766
2015-10-08,39.560001373291016
2015-10-09,39.61000061035156
2015-10-12,40.529998779296875
2015-10-13,40.18000030517578
2015-10-14,39.5099983215332
2015-10-15,39.939998626708984
2015-10-16,40.540000915527344
2015-10-19,41.209999084472656
2015-10-20,40.70000076293945
2015-10-21,40.220001220703125
2015-10-22,40.439998626708984
2015-10-23,41.27000045776367
2015-10-26,41.380001068115234
2015-10-27,39.02000045776367
2015-10-28,39.310001373291016
2015-10-29,37.47999954223633
2015-10-30,37.88999938964844
2015-11-02,38.290000915527344
2015-11-03,38.65999984741211
2015-11-04,38.86000061035156
2015-11-05,39.439998626708984
2015-11-06,39.11000061035156
2015-11-09,38.560001373291016
2015-11-10,37.029998779296875
2015-11-11,37.400001525878906
2015-11-12,37.970001220703125
2015-11-13,38.720001220703125
2015-11-16,37.869998931884766
2015-11-17,38.150001525878906
2015-11-18,37.31999969482422
2015-11-19,37.72999954223633
2015-11-20,38.439998626708984
2015-11-23,38.029998779296875
2015-11-24,38.38999938964844
2015-11-25,36.970001220703125
2015-11-27,36.88999938964844
2015-11-30,35.5
2015-12-01,36.18000030517578
2015-12-02,35.720001220703125
2015-12-03,34.560001373291016
2015-12-04,35.45000076293945
2015-12-07,36.59000015258789
2015-12-08,36.88999938964844
2015-12-09,36.06999969482422
2015-12-10,36.34000015258789
2015-12-11,36.0
2015-12-14,36.52000045776367
2015-12-15,38.15999984741211
2015-12-16,39.130001068115234
2015-12-17,39.20000076293945
2015-12-18,37.88999938964844
2015-12-21,38.97999954223633
2015-12-22,39.2599983215332
2015-12-23,40.130001068115234
2015-12-24,39.66999816894531
2015-12-28,39.779998779296875
2015-12-29,40.119998931884766
2015-12-30,39.7400016784668
2015-12-31,39.119998931884766
2016-01-04,38.95000076293945
2016-01-05,40.220001220703125
2016-01-06,40.04999923706055
2016-01-07,40.5099983215332
2016-01-08,39.880001068115234
2016-01-11,39.68000030517578
2016-01-12,40.060001373291016
2016-01-13,38.849998474121094
2016-01-14,39.38999938964844
2016-01-15,37.790000915527344
2016-01-19,37.650001525878906
2016-01-20,37.36000061035156
2016-01-21,37.099998474121094
2016-01-22,37.849998474121094
2016-01-25,37.88999938964844
2016-01-26,39.43000030517578
2016-01-27,38.5
2016-01-28,38.66999816894531
2016-01-29,40.150001525878906
2016-02-01,40.59000015258789
2016-02-02,39.27000045776367
2016-02-03,38.34000015258789
2016-02-04,38.70000076293945
2016-02-05,35.65999984741211
2016-02-08,33.959999084472656
2016-02-09,33.88999938964844
2016-02-10,34.56999969482422
2016-02-11,34.029998779296875
2016-02-12,35.11000061035156
2016-02-16,36.45000076293945
2016-02-17,36.849998474121094
2016-02-18,36.630001068115234
2016-02-19,34.95000076293945
2016-02-22,35.83000183105469
2016-02-23,36.20000076293945
2016-02-24,36.779998779296875
2016-02-25,38.36000061035156
2016-02-26,37.470001220703125
2016-02-29,37.099998474121094
2016-03-01,38.650001525878906
2016-03-02,38.77000045776367
2016-03-03,38.970001220703125
2016-03-04,38.47999954223633
2016-03-07,38.63999938964844
2016-03-08,38.95000076293945
2016-03-09,38.20000076293945
2016-03-10,37.56999969482422
2016-03-11,37.75
2016-03-14,37.09000015258789
2016-03-15,36.77000045776367
2016-03-16,37.18000030517578
2016-03-17,37.15999984741211
2016-03-18,36.93000030517578
2016-03-21,37.349998474121094
2016-03-22,37.279998779296875
2016-03-23,37.06999969482422
2016-03-24,37.0
2016-03-28,37.040000915527344
2016-03-29,38.43000030517578
2016-03-30,38.439998626708984
2016-03-31,38.29999923706055
2016-04-01,39.36000061035156
2016-04-04,39.65999984741211
2016-04-05,39.13999938964844
2016-04-06,39.099998474121094
2016-04-07,38.81999969482422
2016-04-08,38.70000076293945
2016-04-11,38.63999938964844
2016-04-12,38.88999938964844
2016-04-13,38.849998474121094
2016-04-14,38.810001373291016
2016-04-15,39.290000915527344
2016-04-18,39.25
2016-04-19,39.849998474121094
2016-04-20,40.150001525878906
2016-04-21,40.25
2016-04-22,40.220001220703125
2016-04-25,41.18000030517578
2016-04-26,39.33000183105469
2016-04-27,39.70000076293945
2016-04-28,39.7599983215332
2016-04-29,39.279998779296875
2016-05-02,39.9900016784668
2016-05-03,39.65999984741211
2016-05-04,39.099998474121094
2016-05-05,39.25
2016-05-06,39.4900016784668
2016-05-09,39.900001525878906
2016-05-10,40.810001373291016
2016-05-11,40.81999969482422
2016-05-12,40.720001220703125
2016-05-13,40.63999938964844
2016-05-16,40.619998931884766
2016-05-17,40.720001220703125
2016-05-18,40.68000030517578
2016-05-19,40.810001373291016
2016-05-20,41.70000076293945
2016-05-23,41.63999938964844
2016-05-24,41.869998931884766
2016-05-25,42.119998931884766
2016-05-26,42.630001068115234
2016-05-27,42.540000915527344
2016-05-31,42.7599983215332
2016-06-01,42.619998931884766
2016-06-02,43.189998626708984
2016-06-03,43.630001068115234
2016-06-06,43.06999969482422
2016-06-07,43.7400016784668
2016-06-08,43.90999984741211
2016-06-09,43.08000183105469
2016-06-10,41.93000030517578
2016-06-13,42.06999969482422
2016-06-14,42.349998474121094
2016-06-15,41.65999984741211
2016-06-16,41.7599983215332
2016-06-17,41.77000045776367
2016-06-20,42.279998779296875
2016-06-21,42.91999816894531
2016-06-22,42.70000076293945
2016-06-23,43.66999816894531
2016-06-24,41.099998474121094
2016-06-27,41.20000076293945
2016-06-28,42.5099983215332
2016-06-29,43.45000076293945
2016-06-30,43.27000045776367
2016-07-01,42.9900016784668
2016-07-05,43.209999084472656
2016-07-06,43.150001525878906
2016-07-07,42.959999084472656
2016-07-08,43.58000183105469
2016-07-11,44.040000915527344
2016-07-12,43.63999938964844
2016-07-13,44.209999084472656
2016-07-14,44.029998779296875
2016-07-15,44.40999984741211
2016-07-18,44.369998931884766
2016-07-19,44.380001068115234
2016-07-20,44.540000915527344
2016-07-21,44.66999816894531
2016-07-22,45.439998626708984
2016-07-25,45.040000915527344
2016-07-26,44.97999954223633
2016-07-27,45.63999938964844
2016-07-28,46.220001220703125
2016-07-29,46.34000015258789
2016-08-01,47.06999969482422
2016-08-02,46.810001373291016
2016-08-03,47.209999084472656
2016-08-04,47.33000183105469
2016-08-05,47.779998779296875
2016-08-08,47.61000061035156
2016-08-09,47.63999938964844
2016-08-10,47.20000076293945
2016-08-11,46.83000183105469
2016-08-12,46.95000076293945
2016-08-15,46.77000045776367
2016-08-16,46.2400016784668
2016-08-17,46.380001068115234
2016-08-18,46.97999954223633
2016-08-19,46.27000045776367
2016-08-22,46.709999084472656
2016-08-23,46.83000183105469
2016-08-24,46.209999084472656
2016-08-25,46.279998779296875
2016-08-26,45.959999084472656
2016-08-29,46.72999954223633
2016-08-30,46.099998474121094
2016-08-31,46.34000015258789
2016-09-01,46.25
2016-09-02,47.290000915527344
2016-09-06,47.209999084472656
2016-09-07,46.72999954223633
2016-09-08,46.709999084472656
2016-09-09,44.63999938964844
2016-09-12,45.93000030517578
2016-09-13,45.34000015258789
2016-09-14,45.869998931884766
2016-09-15,47.18000030517578
2016-09-16,46.54999923706055
2016-09-19,45.93000030517578
2016-09-20,44.5
2016-09-21,45.880001068115234
2016-09-22,47.029998779296875
2016-09-23,47.290000915527344
2016-09-26,46.91999816894531
2016-09-27,46.900001525878906
2016-09-28,46.810001373291016
2016-09-29,46.459999084472656
2016-09-30,46.720001220703125
2016-10-03,46.880001068115234
2016-10-04,46.75
2016-10-05,46.06999969482422
2016-10-06,45.5
2016-10-07,45.27000045776367
2016-10-10,46.150001525878906
2016-10-11,45.61000061035156
2016-10-12,46.029998779296875
2016-10-13,46.0099983215332
2016-10-14,46.22999954223633
2016-10-17,46.52000045776367
2016-10-18,47.349998474121094
2016-10-19,47.31999969482422
2016-10-20,47.04999923706055
2016-10-21,46.75
2016-10-24,51.189998626708984
2016-10-25,49.599998474121094
2016-10-26,49.5
2016-10-27,49.5
2016-10-28,49.349998474121094
2016-10-31,49.72999954223633
2016-11-01,49.290000915527344
2016-11-02,49.18000030517578
2016-11-03,49.52000045776367
2016-11-04,49.349998474121094
2016-11-07,50.349998474121094
2016-11-08,50.459999084472656
2016-11-09,53.0099983215332
2016-11-10,52.18000030517578
2016-11-11,52.540000915527344
2016-11-14,52.91999816894531
2016-11-15,53.459999084472656
2016-11-16,52.72999954223633
2016-11-17,53.38999938964844
2016-11-18,53.59000015258789
2016-11-21,53.720001220703125
2016-11-22,54.2400016784668
2016-11-23,54.34000015258789
2016-11-25,54.59000015258789
2016-11-28,54.97999954223633
2016-11-29,55.38999938964844
2016-11-30,54.209999084472656
2016-12-01,54.2599983215332
2016-12-02,54.439998626708984
2016-12-05,55.02000045776367
2016-12-06,55.9900016784668
2016-12-07,58.38999938964844
2016-12-08,58.54999923706055
2016-12-09,56.7400016784668
2016-12-12,56.130001068115234
2016-12-13,56.650001525878906
2016-12-14,56.54999923706055
2016-12-15,57.25
2016-12-16,57.0099983215332
2016-12-19,57.79999923706055
2016-12-20,58.060001373291016
2016-12-21,57.81999969482422
2016-12-22,58.08000183105469
2016-12-23,58.02000045776367
2016-12-27,58.31999969482422
2016-12-28,58.0
2016-12-29,58.04999923706055
2016-12-30,57.5099983215332
2017-01-03,58.31999969482422
2017-01-04,58.81999969482422
2017-01-05,57.61000061035156
2017-01-06,56.77000045776367
2017-01-09,56.66999816894531
2017-01-10,58.7400016784668
2017-01-11,57.459999084472656
2017-01-12,57.150001525878906
2017-01-13,57.189998626708984
2017-01-17,57.04999923706055
2017-01-18,58.65999984741211
2017-01-19,60.06999969482422
2017-01-20,59.619998931884766
2017-01-23,60.2400016784668
2017-01-24,60.220001220703125
2017-01-25,60.7400016784668
2017-01-26,63.369998931884766
2017-01-27,62.41999816894531
2017-01-30,61.130001068115234
2017-01-31,62.27000045776367
2017-02-01,63.2599983215332
2017-02-02,61.150001525878906
2017-02-03,61.36000061035156
2017-02-06,60.959999084472656
2017-02-07,61.88999938964844
2017-02-08,61.88999938964844
2017-02-09,62.25
2017-02-10,62.38999938964844
2017-02-13,60.900001525878906
2017-02-14,61.599998474121094
2017-02-15,61.29999923706055
2017-02-16,60.61000061035156
2017-02-17,63.91999816894531
2017-02-21,63.20000076293945
2017-02-22,63.08000183105469
2017-02-23,62.06999969482422
2017-02-24,62.209999084472656
2017-02-27,62.16999816894531
2017-02-28,62.529998779296875
2017-03-01,62.34000015258789
2017-03-02,62.540000915527344
2017-03-03,63.560001373291016
2017-03-06,62.84000015258789
2017-03-07,61.630001068115234
2017-03-08,61.40999984741211
2017-03-09,61.13999938964844
2017-03-10,61.47999954223633
2017-03-13,61.84000015258789
2017-03-14,61.349998474121094
2017-03-15,62.9900016784668
2017-03-16,62.38999938964844
2017-03-17,63.5
2017-03-20,63.11000061035156
2017-03-21,62.470001220703125
2017-03-22,63.27000045776367
2017-03-23,63.119998931884766
2017-03-24,64.16999816894531
2017-03-27,64.22000122070312
2017-03-28,64.2300033569336
2017-03-29,64.73999786376953
2017-03-30,65.12999725341797
2017-03-31,64.58999633789062
2017-04-03,63.54999923706055
2017-04-04,63.68000030517578
2017-04-05,63.5
2017-04-06,63.2400016784668
2017-04-07,63.58000183105469
2017-04-10,63.88999938964844
2017-04-11,63.93000030517578
2017-04-12,63.91999816894531
2017-04-13,64.04000091552734
2017-04-17,64.94000244140625
2017-04-18,64.61000061035156
2017-04-19,65.12999725341797
2017-04-20,64.80999755859375
2017-04-21,64.69999694824219
2017-04-24,65.93000030517578
2017-04-25,67.3499984741211
2017-04-26,67.58000183105469
2017-04-27,67.73999786376953
2017-04-28,67.2699966430664
2017-05-01,68.30999755859375
2017-05-02,66.94000244140625
2017-05-03,65.3499984741211
2017-05-04,65.4800033569336
2017-05-05,66.48999786376953
2017-05-08,66.1500015258789
2017-05-09,65.5
2017-05-10,66.0
2017-05-11,65.80999755859375
2017-05-12,65.55000305175781
2017-05-15,65.69000244140625
2017-05-16,65.91000366210938
2017-05-17,63.90999984741211
2017-05-18,65.72000122070312
2017-05-19,66.37000274658203
2017-05-22,67.22000122070312
2017-05-23,67.62000274658203
2017-05-24,67.88999938964844
2017-05-25,67.86000061035156
2017-05-26,67.80000305175781
2017-05-30,67.08000183105469
2017-05-31,67.41999816894531
2017-06-01,67.9000015258789
2017-06-02,68.31999969482422
2017-06-05,67.4000015258789
2017-06-06,66.11000061035156
2017-06-07,65.91999816894531
2017-06-08,65.69000244140625
2017-06-09,63.84000015258789
2017-06-12,64.66999816894531
2017-06-13,64.01000213623047
2017-06-14,63.27000045776367
2017-06-15,63.599998474121094
2017-06-16,63.130001068115234
2017-06-19,64.01000213623047
2017-06-20,63.97999954223633
2017-06-21,63.56999969482422
2017-06-22,63.560001373291016
2017-06-23,63.400001525878906
2017-06-26,63.150001525878906
2017-06-27,61.0099983215332
2017-06-28,61.47999954223633
2017-06-29,60.29999923706055
2017-06-30,60.619998931884766
2017-07-03,60.0
2017-07-05,59.95000076293945
2017-07-06,59.45000076293945
2017-07-07,60.0099983215332
2017-07-10,60.79999923706055
2017-07-11,61.22999954223633
2017-07-12,61.5099983215332
2017-07-13,60.90999984741211
2017-07-14,61.2400016784668
2017-07-17,61.380001068115234
2017-07-18,61.38999938964844
2017-07-19,61.970001220703125
2017-07-20,61.119998931884766
2017-07-21,62.58000183105469
2017-07-24,62.529998779296875
2017-07-25,62.36000061035156
2017-07-26,62.38999938964844
2017-07-27,61.619998931884766
2017-07-28,61.779998779296875
2017-07-31,61.65999984741211
2017-08-01,63.06999969482422
2017-08-02,63.630001068115234
2017-08-03,63.72999954223633
2017-08-04,64.5199966430664
2017-08-07,64.26000213623047
2017-08-08,63.900001525878906
2017-08-09,63.79999923706055
2017-08-10,62.470001220703125
2017-08-11,63.61000061035156
2017-08-14,63.779998779296875
2017-08-15,63.880001068115234
2017-08-16,64.27999877929688
2017-08-17,62.9900016784668
2017-08-18,63.0
2017-08-21,62.83000183105469
2017-08-22,64.37999725341797
2017-08-23,64.0
2017-08-24,63.970001220703125
2017-08-25,63.7400016784668
2017-08-28,63.720001220703125
2017-08-29,63.470001220703125
2017-08-30,64.25
2017-08-31,64.70999908447266
2017-09-01,64.16000366210938
2017-09-05,63.63999938964844
2017-09-06,63.790000915527344
2017-09-07,63.34000015258789
2017-09-08,62.7400016784668
2017-09-11,63.029998779296875
2017-09-12,62.97999954223633
2017-09-13,62.79999923706055
2017-09-14,61.16999816894531
2017-09-15,61.16999816894531
2017-09-18,61.79999923706055
2017-09-19,65.41999816894531
2017-09-20,63.52000045776367
2017-09-21,63.38999938964844
2017-09-22,64.05999755859375
2017-09-25,62.88999938964844
2017-09-26,63.029998779296875
2017-09-27,62.38999938964844
2017-09-28,61.91999816894531
2017-09-29,61.65999984741211
2017-10-02,61.52000045776367
2017-10-03,61.68000030517578
2017-10-04,61.5
2017-10-05,61.52000045776367
2017-10-06,62.40999984741211
2017-10-09,61.560001373291016
2017-10-10,61.22999954223633
2017-10-11,61.18000030517578
2017-10-12,61.279998779296875
2017-10-13,61.38999938964844
2017-10-16,60.970001220703125
2017-10-17,60.939998626708984
2017-10-18,60.68000030517578
2017-10-19,61.5099983215332
2017-10-20,60.459999084472656
2017-10-23,61.470001220703125
2017-10-24,62.279998779296875
2017-10-25,61.93000030517578
2017-10-26,61.72999954223633
2017-10-27,62.95000076293945
2017-10-30,59.58000183105469
2017-10-31,59.77000045776367
2017-11-01,59.75
2017-11-02,58.29999923706055
2017-11-03,58.90999984741211
2017-11-06,55.540000915527344
2017-11-07,55.36000061035156
2017-11-08,56.220001220703125
2017-11-09,56.0
2017-11-10,56.79999923706055
2017-11-13,56.439998626708984
2017-11-14,56.540000915527344
2017-11-15,56.689998626708984
2017-11-16,59.79999923706055
2017-11-17,60.02000045776367
2017-11-20,60.29999923706055
2017-11-21,60.40999984741211
2017-11-22,61.349998474121094
2017-11-24,61.68000030517578
2017-11-27,62.779998779296875
2017-11-28,61.380001068115234
2017-11-29,61.83000183105469
2017-11-30,61.06999969482422
2017-12-01,60.900001525878906
2017-12-04,60.2400016784668
2017-12-05,60.959999084472656
2017-12-06,62.119998931884766
2017-12-07,61.91999816894531
2017-12-08,62.540000915527344
2017-12-11,63.06999969482422
2017-12-12,63.47999954223633
2017-12-13,63.83000183105469
2017-12-14,62.560001373291016
2017-12-15,62.65999984741211
2017-12-18,63.470001220703125
2017-12-19,63.63999938964844
2017-12-20,62.900001525878906
2017-12-21,63.52000045776367
2017-12-22,63.619998931884766
2017-12-26,63.790000915527344
2017-12-27,64.11000061035156
2017-12-28,64.3499984741211
2017-12-29,63.5099983215332
2018-01-02,64.04000091552734
2018-01-03,63.61000061035156
2018-01-04,63.0
2018-01-05,64.5999984741211
2018-01-08,65.0999984741211
2018-01-09,65.5999984741211
2018-01-10,63.88999938964844
2018-01-11,63.84000015258789
2018-01-12,63.68000030517578
2018-01-16,62.970001220703125
2018-01-17,63.7599983215332
2018-01-18,62.880001068115234
2018-01-19,63.709999084472656
2018-01-22,63.939998626708984
2018-01-23,64.52999877929688
2018-01-24,65.0
2018-01-25,64.38999938964844
2018-01-26,65.27999877929688
2018-01-29,64.5999984741211
2018-01-30,64.76000213623047
2018-01-31,65.0999984741211
2018-02-01,63.790000915527344
2018-02-02,63.59000015258789
2018-02-05,61.540000915527344
2018-02-06,60.849998474121094
2018-02-07,62.060001373291016
2018-02-08,58.880001068115234
2018-02-09,59.20000076293945
2018-02-12,58.119998931884766
2018-02-13,57.689998626708984
2018-02-14,58.619998931884766
2018-02-15,60.439998626708984
2018-02-16,60.060001373291016
2018-02-20,60.5099983215332
2018-02-21,59.41999816894531
2018-02-22,58.72999954223633
2018-02-23,60.060001373291016
2018-02-26,61.11000061035156
2018-02-27,59.939998626708984
2018-02-28,60.61000061035156
2018-03-01,61.900001525878906
2018-03-02,62.470001220703125
2018-03-05,62.95000076293945
2018-03-06,63.560001373291016
2018-03-07,64.55999755859375
2018-03-08,65.05999755859375
2018-03-09,65.25
2018-03-12,64.55000305175781
2018-03-13,64.9800033569336
2018-03-14,64.77999877929688
2018-03-15,64.70999908447266
2018-03-16,64.76000213623047
2018-03-19,63.220001220703125
2018-03-20,62.779998779296875
2018-03-21,62.59000015258789
2018-03-22,61.25
2018-03-23,59.7400016784668
2018-03-26,61.38999938964844
2018-03-27,60.34000015258789
2018-03-28,60.869998931884766
2018-03-29,61.040000915527344
2018-04-02,59.619998931884766
2018-04-03,59.59000015258789
2018-04-04,59.75
2018-04-05,59.810001373291016
2018-04-06,59.650001525878906
2018-04-09,59.7400016784668
2018-04-10,63.130001068115234
2018-04-11,62.91999816894531
2018-04-12,63.02000045776367
2018-04-13,61.95000076293945
2018-04-16,62.75
2018-04-17,63.02000045776367
2018-04-18,62.900001525878906
2018-04-19,63.25
2018-04-20,63.09000015258789
2018-04-23,62.290000915527344
2018-04-24,62.58000183105469
2018-04-25,63.93000030517578
2018-04-26,64.0999984741211
2018-04-27,64.5199966430664
2018-04-30,60.5099983215332
2018-05-01,59.43000030517578
2018-05-02,56.970001220703125
2018-05-03,55.91999816894531
2018-05-04,57.2599983215332
2018-05-07,56.540000915527344
2018-05-08,55.58000183105469
2018-05-09,56.31999969482422
2018-05-10,56.849998474121094
2018-05-11,56.38999938964844
2018-05-14,56.459999084472656
2018-05-15,56.369998931884766
2018-05-16,56.529998779296875
2018-05-17,56.68000030517578
2018-05-18,56.93000030517578
2018-05-21,57.189998626708984
2018-05-22,57.18000030517578
2018-05-23,57.02000045776367
2018-05-24,56.97999954223633
2018-05-25,56.59000015258789
2018-05-29,56.619998931884766
2018-05-30,56.33000183105469
2018-05-31,55.70000076293945
2018-06-01,56.869998931884766
2018-06-04,57.119998931884766
2018-06-05,57.15999984741211
2018-06-06,57.599998474121094
2018-06-07,57.81999969482422
2018-06-08,57.79999923706055
2018-06-11,57.9900016784668
2018-06-12,58.09000015258789
2018-06-13,58.68000030517578
2018-06-14,59.529998779296875
2018-06-15,60.0099983215332
2018-06-18,60.36000061035156
2018-06-19,60.540000915527344
2018-06-20,60.34000015258789
2018-06-21,60.0
2018-06-22,60.790000915527344
2018-06-25,59.72999954223633
2018-06-26,59.70000076293945
2018-06-27,59.34000015258789
2018-06-28,59.86000061035156
2018-06-29,59.75
2018-07-02,59.90999984741211
2018-07-03,59.13999938964844
2018-07-05,60.060001373291016
2018-07-06,61.13999938964844
2018-07-09,61.34000015258789
2018-07-10,61.18000030517578
2018-07-11,60.18000030517578
2018-07-12,61.58000183105469
2018-07-13,61.68000030517578
2018-07-16,61.630001068115234
2018-07-17,61.209999084472656
2018-07-18,60.52000045776367
2018-07-19,59.40999984741211
2018-07-20,59.25
2018-07-23,58.36000061035156
2018-07-24,58.779998779296875
2018-07-25,58.83000183105469
2018-07-26,59.369998931884766
2018-07-27,59.61000061035156
2018-07-30,59.81999969482422
2018-07-31,60.0
2018-08-01,59.36000061035156
2018-08-02,62.18000030517578
2018-08-03,61.54999923706055
2018-08-06,66.30000305175781
2018-08-07,65.33000183105469
2018-08-08,65.5
2018-08-09,64.97000122070312
2018-08-10,64.9800033569336
2018-08-13,65.69999694824219
2018-08-14,65.95999908447266
2018-08-15,65.41000366210938
2018-08-16,65.9800033569336
2018-08-17,65.9000015258789
2018-08-20,65.83999633789062
2018-08-21,66.51000213623047
2018-08-22,65.80999755859375
2018-08-23,65.20999908447266
2018-08-24,65.41000366210938
2018-08-27,65.80000305175781
2018-08-28,65.58999633789062
2018-08-29,65.9800033569336
2018-08-30,66.01000213623047
2018-08-31,66.04000091552734
2018-09-04,65.7699966430664
2018-09-05,65.70999908447266
2018-09-06,65.5199966430664
2018-09-07,64.38999938964844
2018-09-10,65.55999755859375
2018-09-11,65.91000366210938
2018-09-12,67.91999816894531
2018-09-13,68.4800033569336
2018-09-14,68.25
2018-09-17,67.41999816894531
2018-09-18,68.48999786376953
2018-09-19,68.3499984741211
2018-09-20,69.12999725341797
2018-09-21,69.06999969482422
2018-09-24,68.91999816894531
2018-09-25,69.44999694824219
2018-09-26,68.79000091552734
2018-09-27,70.48999786376953
2018-09-28,70.18000030517578
2018-10-01,70.25
2018-10-02,69.72000122070312
2018-10-03,68.9800033569336
2018-10-04,68.94999694824219
