,HII
2015-04-13,140.25
2015-04-14,139.0
2015-04-15,139.72999572753906
2015-04-16,140.55999755859375
2015-04-17,137.5
2015-04-20,138.16000366210938
2015-04-21,139.2100067138672
2015-04-22,139.75999450683594
2015-04-23,139.00999450683594
2015-04-24,139.55999755859375
2015-04-27,138.1199951171875
2015-04-28,137.22000122070312
2015-04-29,136.69000244140625
2015-04-30,131.58999633789062
2015-05-01,133.9600067138672
2015-05-04,135.66000366210938
2015-05-05,133.8699951171875
2015-05-06,133.72999572753906
2015-05-07,123.52999877929688
2015-05-08,118.75
2015-05-11,120.9499969482422
2015-05-12,120.66999816894533
2015-05-13,122.58999633789062
2015-05-14,124.1500015258789
2015-05-15,122.9000015258789
2015-05-18,123.5
2015-05-19,120.48999786376952
2015-05-20,122.12999725341795
2015-05-21,123.12999725341795
2015-05-22,122.86000061035156
2015-05-26,122.33000183105467
2015-05-27,123.91000366210938
2015-05-28,123.41000366210938
2015-05-29,123.98999786376952
2015-06-01,121.7300033569336
2015-06-02,121.93000030517578
2015-06-03,121.77999877929688
2015-06-04,119.37999725341795
2015-06-05,119.66999816894533
2015-06-08,118.91000366210938
2015-06-09,117.44000244140624
2015-06-10,118.75
2015-06-11,118.52999877929688
2015-06-12,118.12999725341795
2015-06-15,116.6999969482422
2015-06-16,116.86000061035156
2015-06-17,117.58000183105467
2015-06-18,117.9800033569336
2015-06-19,117.44000244140624
2015-06-22,118.0199966430664
2015-06-23,119.3000030517578
2015-06-24,116.2699966430664
2015-06-25,116.19000244140624
2015-06-26,114.83999633789062
2015-06-29,112.4499969482422
2015-06-30,112.58999633789062
2015-07-01,113.79000091552734
2015-07-02,113.06999969482422
2015-07-06,113.26000213623048
2015-07-07,114.31999969482422
2015-07-08,111.93000030517578
2015-07-09,112.58999633789062
2015-07-10,114.16999816894533
2015-07-13,116.20999908447266
2015-07-14,117.11000061035156
2015-07-15,115.73999786376952
2015-07-16,117.58999633789062
2015-07-17,116.62000274658205
2015-07-20,116.16999816894533
2015-07-21,115.45999908447266
2015-07-22,114.6999969482422
2015-07-23,114.83999633789062
2015-07-24,112.04000091552734
2015-07-27,112.25
2015-07-28,114.86000061035156
2015-07-29,117.4800033569336
2015-07-30,116.61000061035156
2015-07-31,117.41000366210938
2015-08-03,115.7300033569336
2015-08-04,115.9499969482422
2015-08-05,117.12000274658205
2015-08-06,122.26000213623048
2015-08-07,115.80999755859376
2015-08-10,120.5500030517578
2015-08-11,118.9800033569336
2015-08-12,117.69000244140624
2015-08-13,117.18000030517578
2015-08-14,119.1999969482422
2015-08-17,120.12999725341795
2015-08-18,120.52999877929688
2015-08-19,118.30999755859376
2015-08-20,112.77999877929688
2015-08-21,110.06999969482422
2015-08-24,107.36000061035156
2015-08-25,104.87000274658205
2015-08-26,109.38999938964844
2015-08-27,113.12999725341795
2015-08-28,113.56999969482422
2015-08-31,112.58000183105467
2015-09-01,107.5500030517578
2015-09-02,114.26000213623048
2015-09-03,113.98999786376952
2015-09-04,112.61000061035156
2015-09-08,116.0
2015-09-09,114.79000091552734
2015-09-10,115.2300033569336
2015-09-11,115.54000091552734
2015-09-14,115.04000091552734
2015-09-15,116.3000030517578
2015-09-16,116.4000015258789
2015-09-17,115.27999877929688
2015-09-18,111.5999984741211
2015-09-21,110.83000183105467
2015-09-22,109.01000213623048
2015-09-23,107.23999786376952
2015-09-24,107.08000183105467
2015-09-25,105.72000122070312
2015-09-28,103.9800033569336
2015-09-29,105.3499984741211
2015-09-30,107.1500015258789
2015-10-01,105.75
2015-10-02,106.94000244140624
2015-10-05,108.3000030517578
2015-10-06,108.3000030517578
2015-10-07,110.22000122070312
2015-10-08,111.47000122070312
2015-10-09,113.51000213623048
2015-10-12,111.88999938964844
2015-10-13,109.5199966430664
2015-10-14,108.61000061035156
2015-10-15,108.3000030517578
2015-10-16,106.23999786376952
2015-10-19,104.62999725341795
2015-10-20,105.22000122070312
2015-10-21,105.23999786376952
2015-10-22,106.66999816894533
2015-10-23,108.7300033569336
2015-10-26,107.63999938964844
2015-10-27,110.12999725341795
2015-10-28,112.70999908447266
2015-10-29,113.81999969482422
2015-10-30,119.94000244140624
2015-11-02,121.08000183105467
2015-11-03,121.62999725341795
2015-11-04,120.37000274658205
2015-11-05,130.1300048828125
2015-11-06,129.0
2015-11-09,127.58000183105467
2015-11-10,128.16000366210938
2015-11-11,130.5800018310547
2015-11-12,127.98999786376952
2015-11-13,127.48999786376952
2015-11-16,131.4499969482422
2015-11-17,131.75
2015-11-18,131.42999267578125
2015-11-19,134.0800018310547
2015-11-20,134.52000427246094
2015-11-23,133.6699981689453
2015-11-24,133.85000610351562
2015-11-25,132.3000030517578
2015-11-27,132.77000427246094
2015-11-30,130.9199981689453
2015-12-01,133.75
2015-12-02,131.2100067138672
2015-12-03,130.10000610351562
2015-12-04,133.0800018310547
2015-12-07,132.52999877929688
2015-12-08,130.5800018310547
2015-12-09,128.66000366210938
2015-12-10,128.47999572753906
2015-12-11,126.58000183105467
2015-12-14,126.41000366210938
2015-12-15,126.95999908447266
2015-12-16,128.57000732421875
2015-12-17,126.98999786376952
2015-12-18,125.4499969482422
2015-12-21,127.25
2015-12-22,127.75
2015-12-23,128.4199981689453
2015-12-24,129.4499969482422
2015-12-28,128.2899932861328
2015-12-29,129.47999572753906
2015-12-30,127.63999938964844
2015-12-31,126.8499984741211
2016-01-04,124.22000122070312
2016-01-05,127.0199966430664
2016-01-06,127.47000122070312
2016-01-07,124.88999938964844
2016-01-08,127.22000122070312
2016-01-11,126.47000122070312
2016-01-12,129.02000427246094
2016-01-13,122.91000366210938
2016-01-14,124.95999908447266
2016-01-15,123.6500015258789
2016-01-19,121.8000030517578
2016-01-20,121.9800033569336
2016-01-21,121.41000366210938
2016-01-22,122.86000061035156
2016-01-25,121.86000061035156
2016-01-26,124.77999877929688
2016-01-27,122.16000366210938
2016-01-28,122.4499969482422
2016-01-29,127.87999725341795
2016-02-01,126.72000122070312
2016-02-02,124.58000183105467
2016-02-03,125.62999725341795
2016-02-04,125.9499969482422
2016-02-05,125.37999725341795
2016-02-08,125.16999816894533
2016-02-09,125.45999908447266
2016-02-10,129.44000244140625
2016-02-11,128.42999267578125
2016-02-12,131.3000030517578
2016-02-16,134.33999633789062
2016-02-17,134.86000061035156
2016-02-18,133.02000427246094
2016-02-19,133.00999450683594
2016-02-22,134.52999877929688
2016-02-23,132.8800048828125
2016-02-24,132.86000061035156
2016-02-25,133.99000549316406
2016-02-26,133.5500030517578
2016-02-29,131.05999755859375
2016-03-01,132.80999755859375
2016-03-02,131.47000122070312
2016-03-03,133.5399932861328
2016-03-04,133.80999755859375
2016-03-07,132.27999877929688
2016-03-08,130.0800018310547
2016-03-09,131.67999267578125
2016-03-10,131.94000244140625
2016-03-11,134.05999755859375
2016-03-14,132.61000061035156
2016-03-15,134.3300018310547
2016-03-16,135.41000366210938
2016-03-17,137.5800018310547
2016-03-18,138.52000427246094
2016-03-21,137.83999633789062
2016-03-22,137.58999633789062
2016-03-23,138.38999938964844
2016-03-24,137.3300018310547
2016-03-28,137.0500030517578
2016-03-29,138.17999267578125
2016-03-30,138.4600067138672
2016-03-31,136.94000244140625
2016-04-01,137.4600067138672
2016-04-04,137.89999389648438
2016-04-05,137.35000610351562
2016-04-06,140.69000244140625
2016-04-07,138.94000244140625
2016-04-08,139.4199981689453
2016-04-11,139.08999633789062
2016-04-12,141.30999755859375
2016-04-13,143.13999938964844
2016-04-14,143.6199951171875
2016-04-15,142.97000122070312
2016-04-18,143.9499969482422
2016-04-19,144.47000122070312
2016-04-20,144.05999755859375
2016-04-21,143.75
2016-04-22,144.1999969482422
2016-04-25,143.00999450683594
2016-04-26,144.3800048828125
2016-04-27,146.4199981689453
2016-04-28,145.16000366210938
2016-04-29,144.77000427246094
2016-05-02,145.97000122070312
2016-05-03,145.9499969482422
2016-05-04,145.1300048828125
2016-05-05,151.1300048828125
2016-05-06,155.1999969482422
2016-05-09,154.36000061035156
2016-05-10,156.1699981689453
2016-05-11,153.6699981689453
2016-05-12,153.6199951171875
2016-05-13,152.24000549316406
2016-05-16,154.27000427246094
2016-05-17,153.9199981689453
2016-05-18,154.3300018310547
2016-05-19,154.0399932861328
2016-05-20,154.52000427246094
2016-05-23,154.1199951171875
2016-05-24,151.55999755859375
2016-05-25,151.82000732421875
2016-05-26,154.22000122070312
2016-05-27,154.6699981689453
2016-05-31,153.41000366210938
2016-06-01,156.6199951171875
2016-06-02,156.74000549316406
2016-06-03,157.58999633789062
2016-06-06,158.4199981689453
2016-06-07,158.1199951171875
2016-06-08,162.77999877929688
2016-06-09,163.75
2016-06-10,163.16000366210938
2016-06-13,159.5
2016-06-14,159.2899932861328
2016-06-15,159.75999450683594
2016-06-16,159.25
2016-06-17,159.75
2016-06-20,160.6300048828125
2016-06-21,161.3000030517578
2016-06-22,162.0
2016-06-23,163.0
2016-06-24,160.72000122070312
2016-06-27,159.10000610351562
2016-06-28,160.85000610351562
2016-06-29,164.4499969482422
2016-06-30,168.02999877929688
2016-07-01,168.3300018310547
2016-07-05,170.3000030517578
2016-07-06,172.39999389648438
2016-07-07,171.3300018310547
2016-07-08,172.52000427246094
2016-07-11,173.86000061035156
2016-07-12,173.13999938964844
2016-07-13,173.14999389648438
2016-07-14,171.97000122070312
2016-07-15,171.61000061035156
2016-07-18,170.3300018310547
2016-07-19,169.4199981689453
2016-07-20,169.6699981689453
2016-07-21,168.82000732421875
2016-07-22,169.1300048828125
2016-07-25,168.50999450683594
2016-07-26,170.82000732421875
2016-07-27,171.52000427246094
2016-07-28,172.55999755859375
2016-07-29,172.5800018310547
2016-08-01,172.74000549316406
2016-08-02,172.60000610351562
2016-08-03,174.08999633789062
2016-08-04,172.7899932861328
2016-08-05,169.97999572753906
2016-08-08,167.75999450683594
2016-08-09,169.27999877929688
2016-08-10,166.89999389648438
2016-08-11,167.8699951171875
2016-08-12,166.8000030517578
2016-08-15,169.27999877929688
2016-08-16,165.24000549316406
2016-08-17,165.8800048828125
2016-08-18,167.44000244140625
2016-08-19,167.77000427246094
2016-08-22,168.4600067138672
2016-08-23,167.38999938964844
2016-08-24,166.6300048828125
2016-08-25,166.75
2016-08-26,165.86000061035156
2016-08-29,166.99000549316406
2016-08-30,165.4199981689453
2016-08-31,165.1699981689453
2016-09-01,165.9600067138672
2016-09-02,166.7100067138672
2016-09-06,167.0399932861328
2016-09-07,166.4600067138672
2016-09-08,166.58999633789062
2016-09-09,162.9199981689453
2016-09-12,164.0800018310547
2016-09-13,160.89999389648438
2016-09-14,159.47000122070312
2016-09-15,159.88999938964844
2016-09-16,156.36000061035156
2016-09-19,154.6699981689453
2016-09-20,149.11000061035156
2016-09-21,150.0500030517578
2016-09-22,154.02999877929688
2016-09-23,153.4600067138672
2016-09-26,154.52000427246094
2016-09-27,153.85000610351562
2016-09-28,154.80999755859375
2016-09-29,152.52999877929688
2016-09-30,153.4199981689453
2016-10-03,153.52000427246094
2016-10-04,153.8000030517578
2016-10-05,154.6199951171875
2016-10-06,156.05999755859375
2016-10-07,155.27999877929688
2016-10-10,156.2899932861328
2016-10-11,154.13999938964844
2016-10-12,155.94000244140625
2016-10-13,155.58999633789062
2016-10-14,156.60000610351562
2016-10-17,159.27000427246094
2016-10-18,160.5800018310547
2016-10-19,159.07000732421875
2016-10-20,157.19000244140625
2016-10-21,155.67999267578125
2016-10-24,155.97999572753906
2016-10-25,156.60000610351562
2016-10-26,159.2899932861328
2016-10-27,159.1300048828125
2016-10-28,160.07000732421875
2016-10-31,161.36000061035156
2016-11-01,161.57000732421875
2016-11-02,159.97000122070312
2016-11-03,148.74000549316406
2016-11-04,146.75
2016-11-07,148.94000244140625
2016-11-08,150.4199981689453
2016-11-09,167.58999633789062
2016-11-10,172.89999389648438
2016-11-11,174.61000061035156
2016-11-14,176.9499969482422
2016-11-15,171.25
2016-11-16,174.3800048828125
2016-11-17,176.91000366210938
2016-11-18,176.1199951171875
2016-11-21,176.1999969482422
2016-11-22,178.9199981689453
2016-11-23,177.72000122070312
2016-11-25,180.8000030517578
2016-11-28,180.02000427246094
2016-11-29,180.5500030517578
2016-11-30,178.75999450683594
2016-12-01,179.2899932861328
2016-12-02,180.8500061035156
2016-12-05,183.3000030517578
2016-12-06,183.8699951171875
2016-12-07,183.94000244140625
2016-12-08,181.1999969482422
2016-12-09,181.5
2016-12-12,178.1999969482422
2016-12-13,176.5399932861328
2016-12-14,176.22999572753906
2016-12-15,179.69000244140625
2016-12-16,182.3999938964844
2016-12-19,184.2100067138672
2016-12-20,187.9600067138672
2016-12-21,184.8500061035156
2016-12-22,187.8999938964844
2016-12-23,187.009994506836
2016-12-27,185.4499969482422
2016-12-28,184.1100006103516
2016-12-29,184.6499938964844
2016-12-30,184.19000244140625
2017-01-03,189.0500030517578
2017-01-04,191.8699951171875
2017-01-05,195.6100006103516
2017-01-06,193.5500030517578
2017-01-09,190.4499969482422
2017-01-10,191.3000030517578
2017-01-11,190.33999633789065
2017-01-12,191.07000732421875
2017-01-13,191.5800018310547
2017-01-17,189.6100006103516
2017-01-18,190.94000244140625
2017-01-19,194.82000732421875
2017-01-20,195.7100067138672
2017-01-23,193.5399932861328
2017-01-24,194.759994506836
2017-01-25,192.72000122070312
2017-01-26,194.3000030517578
2017-01-27,191.52999877929688
2017-01-30,192.6100006103516
2017-01-31,193.9600067138672
2017-02-01,192.7899932861328
2017-02-02,194.75
2017-02-03,199.27999877929688
2017-02-06,199.4499969482422
2017-02-07,199.009994506836
2017-02-08,198.63999938964844
2017-02-09,198.8699951171875
2017-02-10,200.3500061035156
2017-02-13,201.19000244140625
2017-02-14,202.58999633789065
2017-02-15,205.6999969482422
2017-02-16,209.94000244140625
2017-02-17,211.91000366210932
2017-02-21,212.66000366210932
2017-02-22,215.259994506836
2017-02-23,214.3500061035156
2017-02-24,216.97999572753903
2017-02-27,218.1300048828125
2017-02-28,218.5
2017-03-01,219.47000122070312
2017-03-02,218.32000732421875
2017-03-03,218.82000732421875
2017-03-06,218.02999877929688
2017-03-07,217.7700042724609
2017-03-08,215.3800048828125
2017-03-09,213.6999969482422
2017-03-10,211.6999969482422
2017-03-13,213.25
2017-03-14,211.4900054931641
2017-03-15,211.6300048828125
2017-03-16,210.16000366210932
2017-03-17,213.72000122070312
2017-03-20,211.3099975585937
2017-03-21,207.1199951171875
2017-03-22,208.8600006103516
2017-03-23,207.94000244140625
2017-03-24,204.92999267578125
2017-03-27,202.0800018310547
2017-03-28,202.4600067138672
2017-03-29,202.1300048828125
2017-03-30,202.38999938964844
2017-03-31,200.2400054931641
2017-04-03,201.83999633789065
2017-04-04,202.0599975585937
2017-04-05,198.6699981689453
2017-04-06,200.44000244140625
2017-04-07,203.8000030517578
2017-04-10,203.88999938964844
2017-04-11,205.6199951171875
2017-04-12,203.6499938964844
2017-04-13,202.97000122070312
2017-04-17,200.7899932861328
2017-04-18,199.2899932861328
2017-04-19,200.0500030517578
2017-04-20,200.0500030517578
2017-04-21,199.6300048828125
2017-04-24,203.72000122070312
2017-04-25,205.0
2017-04-26,203.0800018310547
2017-04-27,202.19000244140625
2017-04-28,200.88999938964844
2017-05-01,199.5399932861328
2017-05-02,200.66000366210932
2017-05-03,201.0500030517578
2017-05-04,188.2100067138672
2017-05-05,195.5
2017-05-08,195.3099975585937
2017-05-09,195.9900054931641
2017-05-10,196.47000122070312
2017-05-11,195.5800018310547
2017-05-12,194.08999633789065
2017-05-15,197.3000030517578
2017-05-16,196.2700042724609
2017-05-17,191.1499938964844
2017-05-18,190.33999633789065
2017-05-19,195.4900054931641
2017-05-22,195.92999267578125
2017-05-23,196.02999877929688
2017-05-24,195.25
2017-05-25,197.44000244140625
2017-05-26,196.32000732421875
2017-05-30,194.0800018310547
2017-05-31,195.8099975585937
2017-06-01,194.2899932861328
2017-06-02,193.7899932861328
2017-06-05,191.17999267578125
2017-06-06,188.8300018310547
2017-06-07,189.8800048828125
2017-06-08,192.509994506836
2017-06-09,193.47000122070312
2017-06-12,194.7700042724609
2017-06-13,196.6699981689453
2017-06-14,196.7700042724609
2017-06-15,195.5599975585937
2017-06-16,185.97999572753903
2017-06-19,187.16000366210932
2017-06-20,186.2700042724609
2017-06-21,186.5800018310547
2017-06-22,185.5399932861328
2017-06-23,186.83999633789065
2017-06-26,186.2899932861328
2017-06-27,186.97000122070312
2017-06-28,187.3600006103516
2017-06-29,185.22000122070312
2017-06-30,186.16000366210932
2017-07-03,191.5399932861328
2017-07-05,192.97000122070312
2017-07-06,191.3800048828125
2017-07-07,192.8999938964844
2017-07-10,193.27999877929688
2017-07-11,194.8800048828125
2017-07-12,199.3999938964844
2017-07-13,198.38999938964844
2017-07-14,198.1499938964844
2017-07-17,198.27999877929688
2017-07-18,197.3800048828125
2017-07-19,198.4900054931641
2017-07-20,199.19000244140625
2017-07-21,201.3500061035156
2017-07-24,201.66000366210932
2017-07-25,203.6199951171875
2017-07-26,203.4900054931641
2017-07-27,202.83999633789065
2017-07-28,205.6499938964844
2017-07-31,206.1100006103516
2017-08-01,206.58999633789065
2017-08-02,208.2100067138672
2017-08-03,213.92999267578125
2017-08-04,213.9499969482422
2017-08-07,213.5399932861328
2017-08-08,214.0
2017-08-09,214.759994506836
2017-08-10,213.0800018310547
2017-08-11,213.16000366210932
2017-08-14,215.009994506836
2017-08-15,214.3300018310547
2017-08-16,210.82000732421875
2017-08-17,208.44000244140625
2017-08-18,205.22000122070312
2017-08-21,203.9199981689453
2017-08-22,207.72999572753903
2017-08-23,206.83999633789065
2017-08-24,209.3699951171875
2017-08-25,208.94000244140625
2017-08-28,206.1199951171875
2017-08-29,208.8000030517578
2017-08-30,210.5500030517578
2017-08-31,213.9600067138672
2017-09-01,215.02999877929688
2017-09-05,213.33999633789065
2017-09-06,211.6000061035156
2017-09-07,209.92999267578125
2017-09-08,210.42999267578125
2017-09-11,211.77999877929688
2017-09-12,213.5599975585937
2017-09-13,210.42999267578125
2017-09-14,210.1499938964844
2017-09-15,212.41000366210932
2017-09-18,215.57000732421875
2017-09-19,217.07000732421875
2017-09-20,218.1199951171875
2017-09-21,219.17999267578125
2017-09-22,220.3699951171875
2017-09-25,220.47999572753903
2017-09-26,222.2100067138672
2017-09-27,223.4600067138672
2017-09-28,223.0599975585937
2017-09-29,226.44000244140625
2017-10-02,229.92999267578125
2017-10-03,232.0
2017-10-04,234.13999938964844
2017-10-05,234.16000366210932
2017-10-06,235.8300018310547
2017-10-09,235.94000244140625
2017-10-10,234.8800048828125
2017-10-11,233.92999267578125
2017-10-12,235.44000244140625
2017-10-13,234.3999938964844
2017-10-16,235.92999267578125
2017-10-17,235.22999572753903
2017-10-18,234.88999938964844
2017-10-19,234.8099975585937
2017-10-20,235.4199981689453
2017-10-23,234.5800018310547
2017-10-24,235.92999267578125
2017-10-25,234.0
2017-10-26,231.82000732421875
2017-10-27,233.4600067138672
2017-10-30,232.1499938964844
2017-10-31,232.8300018310547
2017-11-01,233.66000366210932
2017-11-02,234.57000732421875
2017-11-03,235.07000732421875
2017-11-06,236.2100067138672
2017-11-07,233.3500061035156
2017-11-08,251.9600067138672
2017-11-09,242.5500030517578
2017-11-10,240.66000366210932
2017-11-13,239.17999267578125
2017-11-14,237.52999877929688
2017-11-15,235.5599975585937
2017-11-16,235.82000732421875
2017-11-17,232.8699951171875
2017-11-20,234.3500061035156
2017-11-21,236.63999938964844
2017-11-22,234.07000732421875
2017-11-24,234.4499969482422
2017-11-27,235.0500030517578
2017-11-28,241.1100006103516
2017-11-29,239.67999267578125
2017-11-30,241.6699981689453
2017-12-01,235.9900054931641
2017-12-04,234.3099975585937
2017-12-05,232.7899932861328
2017-12-06,233.6499938964844
2017-12-07,235.8600006103516
2017-12-08,237.009994506836
2017-12-11,234.1000061035156
2017-12-12,233.5399932861328
2017-12-13,235.08999633789065
2017-12-14,233.8800048828125
2017-12-15,238.8300018310547
2017-12-18,238.6000061035156
2017-12-19,238.0
2017-12-20,238.0200042724609
2017-12-21,235.3800048828125
2017-12-22,237.44000244140625
2017-12-26,236.8000030517578
2017-12-27,237.58999633789065
2017-12-28,239.4499969482422
2017-12-29,235.6999969482422
2018-01-02,228.009994506836
2018-01-03,229.38999938964844
2018-01-04,232.66000366210932
2018-01-05,233.75
2018-01-08,236.0399932861328
2018-01-09,239.1999969482422
2018-01-10,237.3300018310547
2018-01-11,239.2700042724609
2018-01-12,247.42999267578125
2018-01-16,235.1499938964844
2018-01-17,237.2400054931641
2018-01-18,236.8800048828125
2018-01-19,242.1199951171875
2018-01-22,238.8800048828125
2018-01-23,235.0399932861328
2018-01-24,238.13999938964844
2018-01-25,241.25
2018-01-26,247.759994506836
2018-01-29,247.6999969482422
2018-01-30,244.7899932861328
2018-01-31,237.5399932861328
2018-02-01,241.47000122070312
2018-02-02,243.7700042724609
2018-02-05,228.6100006103516
2018-02-06,227.6699981689453
2018-02-07,234.82000732421875
2018-02-08,225.3699951171875
2018-02-09,230.3099975585937
2018-02-12,234.92999267578125
2018-02-13,237.4600067138672
2018-02-14,241.3999938964844
2018-02-15,255.38999938964844
2018-02-16,265.70001220703125
2018-02-20,266.1099853515625
2018-02-21,270.8800048828125
2018-02-22,262.8299865722656
2018-02-23,265.0199890136719
2018-02-26,266.1700134277344
2018-02-27,262.760009765625
2018-02-28,262.010009765625
2018-03-01,260.3099975585937
2018-03-02,260.8500061035156
2018-03-05,260.0799865722656
2018-03-06,258.6199951171875
2018-03-07,259.54998779296875
2018-03-08,260.95001220703125
2018-03-09,264.0299987792969
2018-03-12,258.1600036621094
2018-03-13,258.6700134277344
2018-03-14,255.509994506836
2018-03-15,253.8699951171875
2018-03-16,254.08999633789065
2018-03-19,254.0
2018-03-20,256.5199890136719
2018-03-21,255.6699981689453
2018-03-22,249.1499938964844
2018-03-23,253.97999572753903
2018-03-26,262.239990234375
2018-03-27,254.77999877929688
2018-03-28,253.17999267578125
2018-03-29,257.760009765625
2018-04-02,253.41000366210932
2018-04-03,259.1300048828125
2018-04-04,259.9100036621094
2018-04-05,260.989990234375
2018-04-06,256.3099975585937
2018-04-09,257.1400146484375
2018-04-10,254.8000030517578
2018-04-11,254.5200042724609
2018-04-12,257.2099914550781
2018-04-13,256.6700134277344
2018-04-16,258.70001220703125
2018-04-17,260.989990234375
2018-04-18,263.79998779296875
2018-04-19,265.5899963378906
2018-04-20,263.5599975585937
2018-04-23,264.9700012207031
2018-04-24,255.77999877929688
2018-04-25,252.5
2018-04-26,251.5
2018-04-27,245.7700042724609
2018-04-30,243.2100067138672
2018-05-01,234.72000122070312
2018-05-02,231.759994506836
2018-05-03,207.3300018310547
2018-05-04,210.66000366210932
2018-05-07,215.83999633789065
2018-05-08,221.8099975585937
2018-05-09,221.5399932861328
2018-05-10,222.3999938964844
2018-05-11,220.1699981689453
2018-05-14,218.4499969482422
2018-05-15,218.32000732421875
2018-05-16,220.58999633789065
2018-05-17,220.8800048828125
2018-05-18,221.6699981689453
2018-05-21,222.75
2018-05-22,220.7400054931641
2018-05-23,222.4600067138672
2018-05-24,227.4900054931641
2018-05-25,224.72999572753903
2018-05-29,219.44000244140625
2018-05-30,222.69000244140625
2018-05-31,221.07000732421875
2018-06-01,223.259994506836
2018-06-04,224.27999877929688
2018-06-05,222.7100067138672
2018-06-06,225.17999267578125
2018-06-07,222.5500030517578
2018-06-08,226.3500061035156
2018-06-11,225.8099975585937
2018-06-12,221.7899932861328
2018-06-13,220.66000366210932
2018-06-14,219.9499969482422
2018-06-15,220.5200042724609
2018-06-18,221.75
2018-06-19,214.52999877929688
2018-06-20,213.91000366210932
2018-06-21,211.69000244140625
2018-06-22,212.9600067138672
2018-06-25,214.0200042724609
2018-06-26,214.08999633789065
2018-06-27,212.66000366210932
2018-06-28,215.8000030517578
2018-06-29,216.7899932861328
2018-07-02,217.33999633789065
2018-07-03,216.77999877929688
2018-07-05,217.5599975585937
2018-07-06,217.63999938964844
2018-07-09,222.88999938964844
2018-07-10,223.5
2018-07-11,221.88999938964844
2018-07-12,222.8800048828125
2018-07-13,224.97999572753903
2018-07-16,226.9499969482422
2018-07-17,227.6000061035156
2018-07-18,228.63999938964844
2018-07-19,227.38999938964844
2018-07-20,227.3300018310547
2018-07-23,226.77999877929688
2018-07-24,226.97999572753903
2018-07-25,227.3500061035156
2018-07-26,231.17999267578125
2018-07-27,231.72999572753903
2018-07-30,227.9900054931641
2018-07-31,233.0500030517578
2018-08-01,229.4900054931641
2018-08-02,240.759994506836
2018-08-03,235.9600067138672
2018-08-06,233.5599975585937
2018-08-07,233.6999969482422
2018-08-08,234.82000732421875
2018-08-09,236.6499938964844
2018-08-10,237.8500061035156
2018-08-13,240.5399932861328
2018-08-14,243.3000030517578
2018-08-15,240.72999572753903
2018-08-16,244.42999267578125
2018-08-17,247.2700042724609
2018-08-20,248.6100006103516
2018-08-21,253.47999572753903
2018-08-22,250.91000366210932
2018-08-23,247.0500030517578
2018-08-24,247.6100006103516
2018-08-27,250.6199951171875
2018-08-28,248.3800048828125
2018-08-29,246.8500061035156
2018-08-30,240.97999572753903
2018-08-31,244.47000122070312
2018-09-04,243.33999633789065
2018-09-05,244.57000732421875
2018-09-06,248.1300048828125
2018-09-07,245.6999969482422
2018-09-10,247.82000732421875
2018-09-11,243.759994506836
2018-09-12,245.8099975585937
2018-09-13,248.94000244140625
2018-09-14,252.8999938964844
2018-09-17,257.489990234375
2018-09-18,258.0
2018-09-19,252.02999877929688
2018-09-20,250.0500030517578
2018-09-21,255.7100067138672
2018-09-24,253.97000122070312
2018-09-25,255.8099975585937
2018-09-26,255.2400054931641
2018-09-27,255.9900054931641
2018-09-28,256.0799865722656
2018-10-01,257.3800048828125
2018-10-02,256.0599975585937
2018-10-03,258.7900085449219
2018-10-04,258.5299987792969
