,IEX
2016-07-28,89.04000091552734
2016-07-29,89.79000091552734
2016-08-01,90.0
2016-08-02,89.69999694824219
2016-08-03,90.0
2016-08-04,90.3000030517578
2016-08-05,91.0999984741211
2016-08-08,91.5500030517578
2016-08-09,91.87999725341795
2016-08-10,92.0999984741211
2016-08-11,92.70999908447266
2016-08-12,92.31999969482422
2016-08-15,92.9499969482422
2016-08-16,92.45999908447266
2016-08-17,92.87000274658205
2016-08-18,92.88999938964844
2016-08-19,93.87000274658205
2016-08-22,93.5999984741211
2016-08-23,94.13999938964844
2016-08-24,93.43000030517578
2016-08-25,93.98999786376952
2016-08-26,94.25
2016-08-29,95.05999755859376
2016-08-30,94.83999633789062
2016-08-31,93.44000244140624
2016-09-01,93.45999908447266
2016-09-02,94.02999877929688
2016-09-06,93.5500030517578
2016-09-07,93.62000274658205
2016-09-08,93.27999877929688
2016-09-09,90.76000213623048
2016-09-12,91.58999633789062
2016-09-13,90.5199966430664
2016-09-14,90.4499969482422
2016-09-15,91.31999969482422
2016-09-16,90.1999969482422
2016-09-19,90.97000122070312
2016-09-20,90.97000122070312
2016-09-21,91.98999786376952
2016-09-22,93.93000030517578
2016-09-23,92.18000030517578
2016-09-26,91.7699966430664
2016-09-27,92.11000061035156
2016-09-28,92.9000015258789
2016-09-29,92.88999938964844
2016-09-30,93.56999969482422
2016-10-03,92.52999877929688
2016-10-04,91.63999938964844
2016-10-05,92.58999633789062
2016-10-06,92.7300033569336
2016-10-07,90.4000015258789
2016-10-10,90.05999755859375
2016-10-11,87.4000015258789
2016-10-12,87.41000366210938
2016-10-13,86.44999694824219
2016-10-14,86.41000366210938
2016-10-17,86.9800033569336
2016-10-18,86.79000091552734
2016-10-19,87.25
2016-10-20,86.77999877929688
2016-10-21,86.31999969482422
2016-10-24,86.87999725341797
2016-10-25,86.05000305175781
2016-10-26,86.19999694824219
2016-10-27,86.01000213623047
2016-10-28,86.20999908447266
2016-10-31,86.44000244140625
2016-11-01,85.30000305175781
2016-11-02,84.97000122070312
2016-11-03,85.19000244140625
2016-11-04,85.0999984741211
2016-11-07,87.55000305175781
2016-11-08,87.91999816894531
2016-11-09,90.58000183105467
2016-11-10,92.58999633789062
2016-11-11,92.5
2016-11-14,92.80999755859376
2016-11-15,92.63999938964844
2016-11-16,92.33000183105467
2016-11-17,92.02999877929688
2016-11-18,91.97000122070312
2016-11-21,92.5199966430664
2016-11-22,93.5
2016-11-23,93.5199966430664
2016-11-25,93.72000122070312
2016-11-28,93.54000091552734
2016-11-29,93.47000122070312
2016-11-30,93.61000061035156
2016-12-01,95.63999938964844
2016-12-02,94.95999908447266
2016-12-05,95.23999786376952
2016-12-06,95.2699966430664
2016-12-07,94.8000030517578
2016-12-08,94.27999877929688
2016-12-09,93.7300033569336
2016-12-12,93.51000213623048
2016-12-13,93.51000213623048
2016-12-14,92.08000183105467
2016-12-15,91.81999969482422
2016-12-16,91.1500015258789
2016-12-19,91.81999969482422
2016-12-20,91.55999755859376
2016-12-21,90.9000015258789
2016-12-22,90.86000061035156
2016-12-23,90.79000091552734
2016-12-27,91.0999984741211
2016-12-28,89.63999938964844
2016-12-29,89.91999816894531
2016-12-30,90.05999755859375
2017-01-03,91.22000122070312
2017-01-04,91.63999938964844
2017-01-05,90.81999969482422
2017-01-06,90.5999984741211
2017-01-09,89.52999877929688
2017-01-10,90.80999755859376
2017-01-11,91.38999938964844
2017-01-12,90.56999969482422
2017-01-13,91.72000122070312
2017-01-17,90.47000122070312
2017-01-18,90.62000274658205
2017-01-19,90.75
2017-01-20,91.13999938964844
2017-01-23,90.3499984741211
2017-01-24,92.13999938964844
2017-01-25,92.97000122070312
2017-01-26,92.6500015258789
2017-01-27,92.5
2017-01-30,92.0199966430664
2017-01-31,90.16000366210938
2017-02-01,89.47000122070312
2017-02-02,89.33999633789062
2017-02-03,91.02999877929688
2017-02-06,90.12000274658205
2017-02-07,90.12999725341795
2017-02-08,90.02999877929688
2017-02-09,90.13999938964844
2017-02-10,90.93000030517578
2017-02-13,91.95999908447266
2017-02-14,91.44000244140624
2017-02-15,92.4000015258789
2017-02-16,92.22000122070312
2017-02-17,92.37999725341795
2017-02-21,93.62000274658205
2017-02-22,93.2699966430664
2017-02-23,92.48999786376952
2017-02-24,92.43000030517578
2017-02-27,93.6500015258789
2017-02-28,92.19000244140624
2017-03-01,96.13999938964844
2017-03-02,94.69000244140624
2017-03-03,94.19000244140624
2017-03-06,94.0
2017-03-07,93.52999877929688
2017-03-08,92.41999816894533
2017-03-09,91.87000274658205
2017-03-10,92.23999786376952
2017-03-13,92.7699966430664
2017-03-14,91.77999877929688
2017-03-15,93.41000366210938
2017-03-16,92.72000122070312
2017-03-17,92.62999725341795
2017-03-20,92.06999969482422
2017-03-21,90.8499984741211
2017-03-22,91.12999725341795
2017-03-23,91.62000274658205
2017-03-24,91.47000122070312
2017-03-27,91.33999633789062
2017-03-28,92.23999786376952
2017-03-29,92.08999633789062
2017-03-30,92.91000366210938
2017-03-31,93.51000213623048
2017-04-03,92.87000274658205
2017-04-04,93.08999633789062
2017-04-05,92.22000122070312
2017-04-06,93.44000244140624
2017-04-07,93.33000183105467
2017-04-10,93.58000183105467
2017-04-11,94.30999755859376
2017-04-12,92.33000183105467
2017-04-13,91.72000122070312
2017-04-17,93.26000213623048
2017-04-18,93.52999877929688
2017-04-19,94.0
2017-04-20,100.16000366210938
2017-04-21,101.58999633789062
2017-04-24,102.08999633789062
2017-04-25,103.47000122070312
2017-04-26,104.20999908447266
2017-04-27,105.38999938964844
2017-04-28,104.76000213623048
2017-05-01,104.47000122070312
2017-05-02,104.6500015258789
2017-05-03,104.36000061035156
2017-05-04,103.97000122070312
2017-05-05,105.37999725341795
2017-05-08,104.9800033569336
2017-05-09,104.20999908447266
2017-05-10,104.55999755859376
2017-05-11,104.26000213623048
2017-05-12,103.51000213623048
2017-05-15,104.19000244140624
2017-05-16,105.9800033569336
2017-05-17,105.08999633789062
2017-05-18,105.56999969482422
2017-05-19,106.6999969482422
2017-05-22,106.8499984741211
2017-05-23,108.6500015258789
2017-05-24,108.38999938964844
2017-05-25,107.86000061035156
2017-05-26,107.72000122070312
2017-05-30,107.91000366210938
2017-05-31,108.47000122070312
2017-06-01,108.88999938964844
2017-06-02,110.0999984741211
2017-06-05,109.81999969482422
2017-06-06,109.55999755859376
2017-06-07,109.5999984741211
2017-06-08,110.3000030517578
2017-06-09,110.98999786376952
2017-06-12,111.02999877929688
2017-06-13,111.80999755859376
2017-06-14,111.9800033569336
2017-06-15,113.0199966430664
2017-06-16,113.1999969482422
2017-06-19,114.81999969482422
2017-06-20,112.63999938964844
2017-06-21,111.0999984741211
2017-06-22,111.54000091552734
2017-06-23,112.6999969482422
2017-06-26,112.58999633789062
2017-06-27,111.4800033569336
2017-06-28,112.56999969482422
2017-06-29,111.56999969482422
2017-06-30,113.01000213623048
2017-07-03,113.51000213623048
2017-07-05,113.4800033569336
2017-07-06,112.66999816894533
2017-07-07,114.12999725341795
2017-07-10,113.94000244140624
2017-07-11,113.73999786376952
2017-07-12,114.26000213623048
2017-07-13,113.19000244140624
2017-07-14,113.94000244140624
2017-07-17,114.19000244140624
2017-07-18,113.37000274658205
2017-07-19,114.41999816894533
2017-07-20,114.29000091552734
2017-07-21,113.97000122070312
2017-07-24,113.87999725341795
2017-07-25,113.13999938964844
2017-07-26,117.04000091552734
2017-07-27,115.54000091552734
2017-07-28,116.61000061035156
2017-07-31,116.54000091552734
2017-08-01,115.58999633789062
2017-08-02,115.45999908447266
2017-08-03,115.70999908447266
2017-08-04,116.22000122070312
2017-08-07,117.08000183105467
2017-08-08,116.94000244140624
2017-08-09,115.76000213623048
2017-08-10,113.04000091552734
2017-08-11,113.12000274658205
2017-08-14,114.75
2017-08-15,115.18000030517578
2017-08-16,116.29000091552734
2017-08-17,113.58999633789062
2017-08-18,112.95999908447266
2017-08-21,113.41000366210938
2017-08-22,114.62999725341795
2017-08-23,113.87000274658205
2017-08-24,113.68000030517578
2017-08-25,114.5
2017-08-28,115.0199966430664
2017-08-29,115.1999969482422
2017-08-30,115.91999816894533
2017-08-31,117.58000183105467
2017-09-01,117.77999877929688
2017-09-05,117.23999786376952
2017-09-06,117.23999786376952
2017-09-07,118.0999984741211
2017-09-08,120.5500030517578
2017-09-11,120.6999969482422
2017-09-12,121.69000244140624
2017-09-13,120.20999908447266
2017-09-14,120.81999969482422
2017-09-15,121.58999633789062
2017-09-18,123.5
2017-09-19,123.3499984741211
2017-09-20,123.08999633789062
2017-09-21,123.1500015258789
2017-09-22,123.12000274658205
2017-09-25,123.58000183105467
2017-09-26,123.11000061035156
2017-09-27,122.98999786376952
2017-09-28,122.30999755859376
2017-09-29,121.47000122070312
2017-10-02,122.80999755859376
2017-10-03,123.19000244140624
2017-10-04,124.33000183105467
2017-10-05,123.75
2017-10-06,123.87999725341795
2017-10-09,123.12999725341795
2017-10-10,123.05999755859376
2017-10-11,123.2300033569336
2017-10-12,124.52999877929688
2017-10-13,124.5199966430664
2017-10-16,125.05999755859376
2017-10-17,124.1999969482422
2017-10-18,124.52999877929688
2017-10-19,124.63999938964844
2017-10-20,125.7699966430664
2017-10-23,124.73999786376952
2017-10-24,126.87999725341795
2017-10-25,127.04000091552734
2017-10-26,129.2100067138672
2017-10-27,128.41000366210938
2017-10-30,127.95999908447266
2017-10-31,128.2100067138672
2017-11-01,128.02999877929688
2017-11-02,128.47999572753906
2017-11-03,127.80999755859376
2017-11-06,127.87000274658205
2017-11-07,127.4800033569336
2017-11-08,128.02999877929688
2017-11-09,127.29000091552734
