,STLD
2015-10-01,17.200000762939453
2015-10-02,17.799999237060547
2015-10-05,18.18000030517578
2015-10-06,18.170000076293945
2015-10-07,18.93000030517578
2015-10-08,19.07999992370605
2015-10-09,19.09000015258789
2015-10-12,19.07999992370605
2015-10-13,19.1200008392334
2015-10-14,19.14999961853028
2015-10-15,19.3700008392334
2015-10-16,18.940000534057617
2015-10-19,18.100000381469727
2015-10-20,17.850000381469727
2015-10-21,17.690000534057617
2015-10-22,18.459999084472656
2015-10-23,18.71999931335449
2015-10-26,18.270000457763672
2015-10-27,18.299999237060547
2015-10-28,18.65999984741211
2015-10-29,18.559999465942383
2015-10-30,18.46999931335449
2015-11-02,19.32999992370605
2015-11-03,18.61000061035156
2015-11-04,18.43000030517578
2015-11-05,18.3799991607666
2015-11-06,18.350000381469727
2015-11-09,17.729999542236328
2015-11-10,17.100000381469727
2015-11-11,17.229999542236328
2015-11-12,17.049999237060547
2015-11-13,17.25
2015-11-16,17.399999618530273
2015-11-17,17.270000457763672
2015-11-18,18.020000457763672
2015-11-19,17.8700008392334
2015-11-20,17.65999984741211
2015-11-23,17.3799991607666
2015-11-24,17.809999465942383
2015-11-25,17.3799991607666
2015-11-27,17.5
2015-11-30,17.389999389648438
2015-12-01,17.520000457763672
2015-12-02,17.229999542236328
2015-12-03,16.93000030517578
2015-12-04,17.09000015258789
2015-12-07,16.690000534057617
2015-12-08,16.559999465942383
2015-12-09,16.59000015258789
2015-12-10,17.56999969482422
2015-12-11,17.209999084472656
2015-12-14,17.280000686645508
2015-12-15,16.940000534057617
2015-12-16,16.809999465942383
2015-12-17,17.010000228881836
2015-12-18,16.920000076293945
2015-12-21,17.280000686645508
2015-12-22,17.889999389648438
2015-12-23,18.1200008392334
2015-12-24,18.15999984741211
2015-12-28,17.979999542236328
2015-12-29,18.09000015258789
2015-12-30,17.950000762939453
2015-12-31,17.8700008392334
2016-01-04,17.760000228881836
2016-01-05,17.799999237060547
2016-01-06,17.5
2016-01-07,17.18000030517578
2016-01-08,16.549999237060547
2016-01-11,16.260000228881836
2016-01-12,16.75
2016-01-13,16.40999984741211
2016-01-14,16.700000762939453
2016-01-15,15.949999809265137
2016-01-19,16.280000686645508
2016-01-20,15.880000114440918
2016-01-21,15.859999656677246
2016-01-22,16.200000762939453
2016-01-25,15.960000038146973
2016-01-26,16.93000030517578
2016-01-27,16.700000762939453
2016-01-28,17.420000076293945
2016-01-29,18.350000381469727
2016-02-01,17.969999313354492
2016-02-02,17.540000915527344
2016-02-03,18.6200008392334
2016-02-04,18.850000381469727
2016-02-05,18.15999984741211
2016-02-08,17.780000686645508
2016-02-09,17.34000015258789
2016-02-10,17.690000534057617
2016-02-11,17.639999389648438
2016-02-12,18.32999992370605
2016-02-16,18.56999969482422
2016-02-17,18.670000076293945
2016-02-18,17.889999389648438
2016-02-19,17.860000610351562
2016-02-22,18.36000061035156
2016-02-23,17.510000228881836
2016-02-24,17.739999771118164
2016-02-25,18.170000076293945
2016-02-26,18.11000061035156
2016-02-29,18.190000534057617
2016-03-01,19.309999465942383
2016-03-02,20.51000022888184
2016-03-03,20.11000061035156
2016-03-04,19.770000457763672
2016-03-07,20.670000076293945
2016-03-08,20.31999969482422
2016-03-09,20.3700008392334
2016-03-10,21.170000076293945
2016-03-11,21.200000762939453
2016-03-14,21.309999465942383
2016-03-15,20.920000076293945
2016-03-16,21.670000076293945
2016-03-17,22.059999465942383
2016-03-18,21.88999938964844
2016-03-21,22.09000015258789
2016-03-22,22.15999984741211
2016-03-23,21.90999984741211
2016-03-24,22.420000076293945
2016-03-28,22.32999992370605
2016-03-29,22.57999992370605
2016-03-30,22.82999992370605
2016-03-31,22.51000022888184
2016-04-01,23.0
2016-04-04,22.450000762939453
2016-04-05,22.559999465942383
2016-04-06,22.809999465942383
2016-04-07,22.3700008392334
2016-04-08,22.729999542236328
2016-04-11,22.979999542236328
2016-04-12,23.299999237060547
2016-04-13,23.670000076293945
2016-04-14,23.75
2016-04-15,24.200000762939453
2016-04-18,24.09000015258789
2016-04-19,24.549999237060547
2016-04-20,24.479999542236328
2016-04-21,24.63999938964844
2016-04-22,24.600000381469727
2016-04-25,24.18000030517578
2016-04-26,24.540000915527344
2016-04-27,25.06999969482422
2016-04-28,24.64999961853028
2016-04-29,25.209999084472656
2016-05-02,25.309999465942383
2016-05-03,24.64999961853028
2016-05-04,24.76000022888184
2016-05-05,24.850000381469727
2016-05-06,24.940000534057617
2016-05-09,23.549999237060547
2016-05-10,24.100000381469727
2016-05-11,24.239999771118164
2016-05-12,23.88999938964844
2016-05-13,24.030000686645508
2016-05-16,24.46999931335449
2016-05-17,23.84000015258789
2016-05-18,23.14999961853028
2016-05-19,23.700000762939453
2016-05-20,23.440000534057617
2016-05-23,23.979999542236328
2016-05-24,24.21999931335449
2016-05-25,24.600000381469727
2016-05-26,24.739999771118164
2016-05-27,24.64999961853028
2016-05-31,24.690000534057617
2016-06-01,24.670000076293945
2016-06-02,24.920000076293945
2016-06-03,25.270000457763672
2016-06-06,25.489999771118164
2016-06-07,25.530000686645508
2016-06-08,26.68000030517578
2016-06-09,26.200000762939453
2016-06-10,25.8799991607666
2016-06-13,25.61000061035156
2016-06-14,25.25
2016-06-15,25.850000381469727
2016-06-16,25.940000534057617
2016-06-17,25.5
2016-06-20,26.239999771118164
2016-06-21,25.540000915527344
2016-06-22,25.209999084472656
2016-06-23,25.559999465942383
2016-06-24,24.11000061035156
2016-06-27,23.200000762939453
2016-06-28,23.46999931335449
2016-06-29,23.6200008392334
2016-06-30,24.5
2016-07-01,24.8799991607666
2016-07-05,24.850000381469727
2016-07-06,25.530000686645508
2016-07-07,25.84000015258789
2016-07-08,26.63999938964844
2016-07-11,26.90999984741211
2016-07-12,27.489999771118164
2016-07-13,27.459999084472656
2016-07-14,27.729999542236328
2016-07-15,27.850000381469727
2016-07-18,27.979999542236328
2016-07-19,26.850000381469727
2016-07-20,26.459999084472656
2016-07-21,26.09000015258789
2016-07-22,26.3700008392334
2016-07-25,26.36000061035156
2016-07-26,27.1200008392334
2016-07-27,26.739999771118164
2016-07-28,26.770000457763672
2016-07-29,26.81999969482422
2016-08-01,26.43000030517578
2016-08-02,26.3799991607666
2016-08-03,26.57999992370605
2016-08-04,26.15999984741211
2016-08-05,26.43000030517578
2016-08-08,26.520000457763672
2016-08-09,26.13999938964844
2016-08-10,25.790000915527344
2016-08-11,25.65999984741211
2016-08-12,25.290000915527344
2016-08-15,25.88999938964844
2016-08-16,25.549999237060547
2016-08-17,25.38999938964844
2016-08-18,25.700000762939453
2016-08-19,24.790000915527344
2016-08-22,25.049999237060547
2016-08-23,25.309999465942383
2016-08-24,24.68000030517578
2016-08-25,24.51000022888184
2016-08-26,24.6299991607666
2016-08-29,24.88999938964844
2016-08-30,24.709999084472656
2016-08-31,24.6200008392334
2016-09-01,24.709999084472656
2016-09-02,24.31999969482422
2016-09-06,24.96999931335449
2016-09-07,24.96999931335449
2016-09-08,24.81999969482422
2016-09-09,24.0
2016-09-12,24.1299991607666
2016-09-13,23.350000381469727
2016-09-14,23.239999771118164
2016-09-15,23.65999984741211
2016-09-16,23.489999771118164
2016-09-19,24.299999237060547
2016-09-20,24.209999084472656
2016-09-21,24.850000381469727
2016-09-22,24.71999931335449
2016-09-23,24.84000015258789
2016-09-26,24.90999984741211
2016-09-27,25.39999961853028
2016-09-28,25.56999969482422
2016-09-29,25.100000381469727
2016-09-30,24.989999771118164
2016-10-03,24.549999237060547
2016-10-04,23.89999961853028
2016-10-05,24.32999992370605
2016-10-06,24.229999542236328
2016-10-07,24.209999084472656
2016-10-10,24.489999771118164
2016-10-11,24.1299991607666
2016-10-12,24.26000022888184
2016-10-13,23.71999931335449
2016-10-14,23.729999542236328
2016-10-17,23.88999938964844
2016-10-18,24.229999542236328
2016-10-19,25.239999771118164
2016-10-20,26.549999237060547
2016-10-21,26.350000381469727
2016-10-24,26.030000686645508
2016-10-25,26.18000030517578
2016-10-26,26.57999992370605
2016-10-27,26.86000061035156
2016-10-28,26.82999992370605
2016-10-31,27.459999084472656
2016-11-01,27.01000022888184
2016-11-02,26.65999984741211
2016-11-03,27.350000381469727
2016-11-04,27.549999237060547
2016-11-07,28.440000534057617
2016-11-08,28.51000022888184
2016-11-09,31.350000381469727
2016-11-10,32.349998474121094
2016-11-11,32.279998779296875
2016-11-14,33.15999984741211
2016-11-15,33.349998474121094
2016-11-16,33.349998474121094
2016-11-17,33.380001068115234
2016-11-18,33.369998931884766
2016-11-21,33.95000076293945
2016-11-22,35.290000915527344
2016-11-23,35.7400016784668
2016-11-25,35.779998779296875
2016-11-28,35.47999954223633
2016-11-29,35.22999954223633
2016-11-30,35.47999954223633
2016-12-01,36.0099983215332
2016-12-02,36.68000030517578
2016-12-05,38.130001068115234
2016-12-06,38.86000061035156
2016-12-07,39.02999877929688
2016-12-08,38.77000045776367
2016-12-09,37.11000061035156
2016-12-12,36.97999954223633
2016-12-13,36.43000030517578
2016-12-14,36.869998931884766
2016-12-15,37.369998931884766
2016-12-16,36.68000030517578
2016-12-19,36.7400016784668
2016-12-20,37.58000183105469
2016-12-21,37.27000045776367
2016-12-22,36.900001525878906
2016-12-23,36.970001220703125
2016-12-27,37.06999969482422
2016-12-28,36.40999984741211
2016-12-29,36.2599983215332
2016-12-30,35.58000183105469
2017-01-03,36.209999084472656
2017-01-04,37.77999877929688
2017-01-05,37.9900016784668
2017-01-06,36.77000045776367
2017-01-09,36.09999847412109
2017-01-10,37.130001068115234
2017-01-11,37.06999969482422
2017-01-12,35.7400016784668
2017-01-13,35.83000183105469
2017-01-17,35.61000061035156
2017-01-18,37.27000045776367
2017-01-19,35.790000915527344
2017-01-20,35.79999923706055
2017-01-23,35.5
2017-01-24,36.25
2017-01-25,33.86000061035156
2017-01-26,35.66999816894531
2017-01-27,36.22999954223633
2017-01-30,35.15999984741211
2017-01-31,33.810001373291016
2017-02-01,33.470001220703125
2017-02-02,34.099998474121094
2017-02-03,33.869998931884766
2017-02-06,33.93000030517578
2017-02-07,33.65999984741211
2017-02-08,34.5099983215332
2017-02-09,36.47999954223633
2017-02-10,36.56999969482422
2017-02-13,37.709999084472656
2017-02-14,37.810001373291016
2017-02-15,37.52999877929688
2017-02-16,37.380001068115234
2017-02-17,37.15999984741211
2017-02-21,37.59000015258789
2017-02-22,37.369998931884766
2017-02-23,35.52000045776367
2017-02-24,35.59000015258789
2017-02-27,36.70000076293945
2017-02-28,36.59999847412109
2017-03-01,37.650001525878906
2017-03-02,36.18000030517578
2017-03-03,36.15999984741211
2017-03-06,35.65999984741211
2017-03-07,34.099998474121094
2017-03-08,34.5
2017-03-09,34.04999923706055
2017-03-10,33.97999954223633
2017-03-13,34.400001525878906
2017-03-14,34.650001525878906
2017-03-15,35.650001525878906
2017-03-16,35.43000030517578
2017-03-17,36.34000015258789
2017-03-20,36.40999984741211
2017-03-21,33.95000076293945
2017-03-22,34.79999923706055
2017-03-23,34.5099983215332
2017-03-24,33.88999938964844
2017-03-27,33.72999954223633
2017-03-28,34.68000030517578
2017-03-29,34.34000015258789
2017-03-30,34.54999923706055
2017-03-31,34.7599983215332
2017-04-03,35.029998779296875
2017-04-04,35.310001373291016
2017-04-05,34.099998474121094
2017-04-06,34.4900016784668
2017-04-07,35.2400016784668
2017-04-10,34.75
2017-04-11,35.18000030517578
2017-04-12,33.84000015258789
2017-04-13,32.90999984741211
2017-04-17,32.7400016784668
2017-04-18,32.66999816894531
2017-04-19,32.70000076293945
2017-04-20,34.90999984741211
2017-04-21,35.369998931884766
2017-04-24,36.61000061035156
2017-04-25,36.34000015258789
2017-04-26,36.59000015258789
2017-04-27,36.27999877929688
2017-04-28,36.13999938964844
2017-05-01,36.79999923706055
2017-05-02,36.97999954223633
2017-05-03,35.68000030517578
2017-05-04,35.869998931884766
2017-05-05,35.81999969482422
2017-05-08,35.68000030517578
2017-05-09,35.029998779296875
2017-05-10,34.52000045776367
2017-05-11,34.119998931884766
2017-05-12,34.13999938964844
2017-05-15,34.54999923706055
2017-05-16,35.09000015258789
2017-05-17,33.88999938964844
2017-05-18,33.86000061035156
2017-05-19,34.220001220703125
2017-05-22,33.970001220703125
2017-05-23,35.279998779296875
2017-05-24,34.9900016784668
2017-05-25,34.439998626708984
2017-05-26,33.709999084472656
2017-05-30,34.279998779296875
2017-05-31,33.9900016784668
2017-06-01,34.33000183105469
2017-06-02,34.36000061035156
2017-06-05,34.47999954223633
2017-06-06,34.189998626708984
2017-06-07,33.939998626708984
2017-06-08,35.709999084472656
2017-06-09,36.02999877929688
2017-06-12,35.93000030517578
2017-06-13,35.689998626708984
2017-06-14,34.630001068115234
2017-06-15,32.849998474121094
2017-06-16,33.18000030517578
2017-06-19,32.86000061035156
2017-06-20,32.90999984741211
2017-06-21,33.25
2017-06-22,33.5099983215332
2017-06-23,33.43000030517578
2017-06-26,33.4900016784668
2017-06-27,33.20000076293945
2017-06-28,34.939998626708984
2017-06-29,35.36000061035156
2017-06-30,35.810001373291016
2017-07-03,36.290000915527344
2017-07-05,36.47999954223633
2017-07-06,36.86000061035156
2017-07-07,35.91999816894531
2017-07-10,36.34999847412109
2017-07-11,36.02000045776367
2017-07-12,35.9900016784668
2017-07-13,36.79999923706055
2017-07-14,36.560001373291016
2017-07-17,36.68999862670898
2017-07-18,36.5
2017-07-19,37.4900016784668
2017-07-20,37.68999862670898
2017-07-21,37.5099983215332
2017-07-24,37.52000045776367
2017-07-25,38.09000015258789
2017-07-26,36.34000015258789
2017-07-27,36.52000045776367
2017-07-28,35.150001525878906
2017-07-31,35.40999984741211
2017-08-01,34.86000061035156
2017-08-02,34.810001373291016
2017-08-03,34.90999984741211
2017-08-04,35.27000045776367
2017-08-07,35.84000015258789
2017-08-08,36.02000045776367
2017-08-09,35.5099983215332
2017-08-10,35.470001220703125
2017-08-11,34.540000915527344
2017-08-14,35.43000030517578
2017-08-15,35.5099983215332
2017-08-16,36.119998931884766
2017-08-17,34.54999923706055
2017-08-18,34.290000915527344
2017-08-21,33.72999954223633
2017-08-22,33.95000076293945
2017-08-23,34.41999816894531
2017-08-24,34.119998931884766
2017-08-25,34.650001525878906
2017-08-28,34.47999954223633
2017-08-29,34.5099983215332
2017-08-30,34.83000183105469
2017-08-31,34.45000076293945
2017-09-01,34.77000045776367
2017-09-05,34.189998626708984
2017-09-06,34.15999984741211
2017-09-07,34.0
2017-09-08,34.209999084472656
2017-09-11,33.400001525878906
2017-09-12,33.2599983215332
2017-09-13,33.84000015258789
2017-09-14,33.38999938964844
2017-09-15,33.34000015258789
2017-09-18,33.79999923706055
2017-09-19,33.83000183105469
2017-09-20,34.08000183105469
2017-09-21,33.33000183105469
2017-09-22,33.22999954223633
2017-09-25,33.13999938964844
2017-09-26,33.22999954223633
2017-09-27,34.099998474121094
2017-09-28,34.58000183105469
2017-09-29,34.470001220703125
2017-10-02,34.810001373291016
2017-10-03,34.86000061035156
2017-10-04,35.63999938964844
2017-10-05,35.90999984741211
2017-10-06,36.16999816894531
2017-10-09,35.5099983215332
2017-10-10,35.630001068115234
2017-10-11,35.97999954223633
2017-10-12,36.2400016784668
2017-10-13,36.91999816894531
2017-10-16,36.16999816894531
2017-10-17,36.16999816894531
2017-10-18,36.43999862670898
2017-10-19,37.77999877929688
2017-10-20,38.900001525878906
2017-10-23,38.83000183105469
2017-10-24,39.54999923706055
2017-10-25,38.72999954223633
2017-10-26,38.88999938964844
2017-10-27,38.66999816894531
2017-10-30,37.7400016784668
2017-10-31,37.209999084472656
2017-11-01,37.97999954223633
2017-11-02,37.5
2017-11-03,37.5099983215332
2017-11-06,37.61000061035156
2017-11-07,37.38999938964844
2017-11-08,37.77000045776367
2017-11-09,37.18999862670898
2017-11-10,37.22999954223633
2017-11-13,37.34999847412109
2017-11-14,36.54999923706055
2017-11-15,37.02000045776367
2017-11-16,36.95000076293945
2017-11-17,36.84999847412109
2017-11-20,37.33000183105469
2017-11-21,37.5
2017-11-22,37.720001220703125
2017-11-24,37.4900016784668
2017-11-27,37.36000061035156
2017-11-28,37.15999984741211
2017-11-29,37.869998931884766
2017-11-30,38.5
2017-12-01,38.31999969482422
2017-12-04,39.790000915527344
2017-12-05,38.72999954223633
2017-12-06,39.209999084472656
2017-12-07,39.7400016784668
2017-12-08,40.70000076293945
2017-12-11,40.70000076293945
2017-12-12,40.63999938964844
2017-12-13,41.18000030517578
2017-12-14,39.84000015258789
2017-12-15,39.84999847412109
2017-12-18,40.880001068115234
2017-12-19,41.400001525878906
2017-12-20,43.310001373291016
2017-12-21,43.459999084472656
2017-12-22,43.2599983215332
2017-12-26,43.68000030517578
2017-12-27,43.18999862670898
2017-12-28,43.81999969482422
2017-12-29,43.130001068115234
2018-01-02,44.86000061035156
2018-01-03,45.61000061035156
2018-01-04,45.95000076293945
2018-01-05,45.59999847412109
2018-01-08,45.970001220703125
2018-01-09,45.11000061035156
2018-01-10,46.04999923706055
2018-01-11,47.119998931884766
2018-01-12,47.0099983215332
2018-01-16,46.47999954223633
2018-01-17,46.77999877929688
2018-01-18,46.2599983215332
2018-01-19,46.41999816894531
2018-01-22,46.56999969482422
2018-01-23,46.36000061035156
2018-01-24,46.959999084472656
2018-01-25,46.34999847412109
2018-01-26,47.4900016784668
2018-01-29,47.31999969482422
2018-01-30,46.77999877929688
2018-01-31,45.400001525878906
2018-02-01,45.560001373291016
2018-02-02,44.150001525878906
2018-02-05,43.22999954223633
2018-02-06,44.290000915527344
2018-02-07,44.36000061035156
2018-02-08,42.77999877929688
2018-02-09,43.56999969482422
2018-02-12,44.720001220703125
2018-02-13,44.86000061035156
2018-02-14,46.790000915527344
2018-02-15,47.13999938964844
2018-02-16,49.400001525878906
2018-02-20,48.86000061035156
2018-02-21,48.13999938964844
2018-02-22,48.0
2018-02-23,47.470001220703125
2018-02-26,48.02000045776367
2018-02-27,47.5099983215332
2018-02-28,46.25
2018-03-01,48.09999847412109
2018-03-02,48.33000183105469
2018-03-05,47.310001373291016
2018-03-06,46.970001220703125
2018-03-07,47.33000183105469
2018-03-08,46.0
2018-03-09,46.34000015258789
2018-03-12,46.97999954223633
2018-03-13,47.2400016784668
2018-03-14,47.06999969482422
2018-03-15,46.43000030517578
2018-03-16,46.95000076293945
2018-03-19,45.68999862670898
2018-03-20,45.43000030517578
2018-03-21,46.400001525878906
2018-03-22,42.91999816894531
2018-03-23,42.33000183105469
2018-03-26,43.540000915527344
2018-03-27,43.02999877929688
2018-03-28,42.70000076293945
2018-03-29,44.220001220703125
2018-04-02,42.84000015258789
2018-04-03,44.060001373291016
2018-04-04,44.43999862670898
2018-04-05,45.540000915527344
2018-04-06,43.47999954223633
2018-04-09,43.68000030517578
2018-04-10,45.150001525878906
2018-04-11,43.959999084472656
2018-04-12,45.09000015258789
2018-04-13,44.58000183105469
2018-04-16,45.0
2018-04-17,46.34000015258789
2018-04-18,47.29999923706055
2018-04-19,47.150001525878906
2018-04-20,46.68000030517578
2018-04-23,45.72999954223633
2018-04-24,45.7400016784668
2018-04-25,46.34999847412109
2018-04-26,47.09000015258789
2018-04-27,45.56999969482422
2018-04-30,44.810001373291016
2018-05-01,44.119998931884766
2018-05-02,44.70000076293945
2018-05-03,44.720001220703125
2018-05-04,46.18000030517578
2018-05-07,46.400001525878906
2018-05-08,46.5
2018-05-09,46.91999816894531
2018-05-10,47.77999877929688
2018-05-11,48.22999954223633
2018-05-14,48.560001373291016
2018-05-15,49.45000076293945
2018-05-16,50.93999862670898
2018-05-17,51.380001068115234
2018-05-18,50.86000061035156
2018-05-21,50.459999084472656
2018-05-22,50.41999816894531
2018-05-23,49.77000045776367
2018-05-24,49.790000915527344
2018-05-25,49.43999862670898
2018-05-29,48.65999984741211
2018-05-30,49.88999938964844
2018-05-31,49.43000030517578
2018-06-01,49.970001220703125
2018-06-04,49.79999923706055
2018-06-05,50.130001068115234
2018-06-06,50.7599983215332
2018-06-07,50.27000045776367
2018-06-08,50.7400016784668
2018-06-11,50.16999816894531
2018-06-12,49.77999877929688
2018-06-13,49.18000030517578
2018-06-14,49.0099983215332
2018-06-15,46.7599983215332
2018-06-18,47.47999954223633
2018-06-19,46.47999954223633
2018-06-20,46.95000076293945
2018-06-21,46.5099983215332
2018-06-22,47.900001525878906
2018-06-25,46.52000045776367
2018-06-26,46.900001525878906
2018-06-27,45.7400016784668
2018-06-28,45.88999938964844
2018-06-29,45.95000076293945
2018-07-02,46.15999984741211
2018-07-03,45.220001220703125
2018-07-05,46.68999862670898
2018-07-06,46.38999938964844
2018-07-09,46.810001373291016
2018-07-10,47.40999984741211
2018-07-11,46.7400016784668
2018-07-12,46.79999923706055
2018-07-13,47.27000045776367
2018-07-16,46.84999847412109
2018-07-17,46.79999923706055
2018-07-18,47.90999984741211
2018-07-19,46.65999984741211
2018-07-20,46.959999084472656
2018-07-23,47.790000915527344
2018-07-24,49.119998931884766
2018-07-25,49.59999847412109
2018-07-26,48.43000030517578
2018-07-27,47.9900016784668
2018-07-30,47.560001373291016
2018-07-31,47.09000015258789
2018-08-01,45.81999969482422
2018-08-02,44.619998931884766
2018-08-03,44.2400016784668
2018-08-06,44.369998931884766
2018-08-07,45.11000061035156
2018-08-08,44.90999984741211
2018-08-09,44.29999923706055
2018-08-10,43.61000061035156
2018-08-13,43.68000030517578
2018-08-14,43.59999847412109
2018-08-15,42.540000915527344
2018-08-16,43.38999938964844
2018-08-17,43.72999954223633
2018-08-20,44.869998931884766
2018-08-21,45.09999847412109
2018-08-22,45.290000915527344
2018-08-23,44.06999969482422
2018-08-24,44.75
2018-08-27,45.900001525878906
2018-08-28,45.790000915527344
2018-08-29,46.29999923706055
2018-08-30,45.630001068115234
2018-08-31,45.72999954223633
2018-09-04,45.54999923706055
2018-09-05,46.79999923706055
2018-09-06,47.36000061035156
2018-09-07,46.709999084472656
2018-09-10,46.18999862670898
2018-09-11,46.18999862670898
2018-09-12,47.06999969482422
2018-09-13,47.04999923706055
2018-09-14,46.81999969482422
2018-09-17,47.209999084472656
2018-09-18,46.90999984741211
2018-09-19,47.20000076293945
2018-09-20,46.34999847412109
2018-09-21,45.59999847412109
2018-09-24,45.45000076293945
2018-09-25,46.0
2018-09-26,45.58000183105469
2018-09-27,45.52999877929688
