,JKHY
2015-05-28,65.08999633789062
2015-05-29,65.08000183105469
2015-06-01,65.0999984741211
2015-06-02,65.0999984741211
2015-06-03,65.73999786376953
2015-06-04,64.9800033569336
2015-06-05,65.37999725341797
2015-06-08,65.04000091552734
2015-06-09,64.79000091552734
2015-06-10,65.22000122070312
2015-06-11,65.93000030517578
2015-06-12,65.52999877929688
2015-06-15,65.05000305175781
2015-06-16,65.70999908447266
2015-06-17,65.25
2015-06-18,66.13999938964844
2015-06-19,66.13999938964844
2015-06-22,66.0199966430664
2015-06-23,65.70999908447266
2015-06-24,65.83000183105469
2015-06-25,66.08999633789062
2015-06-26,66.05000305175781
2015-06-29,65.36000061035156
2015-06-30,64.69999694824219
2015-07-01,65.68000030517578
2015-07-02,65.63999938964844
2015-07-06,65.80000305175781
2015-07-07,65.94000244140625
2015-07-08,65.72000122070312
2015-07-09,65.97000122070312
2015-07-10,66.86000061035156
2015-07-13,67.1500015258789
2015-07-14,67.6500015258789
2015-07-15,68.02999877929688
2015-07-16,68.93000030517578
2015-07-17,68.41999816894531
2015-07-20,69.05000305175781
2015-07-21,68.91000366210938
2015-07-22,69.69999694824219
2015-07-23,69.37999725341797
2015-07-24,69.41999816894531
2015-07-27,68.76000213623047
2015-07-28,69.0999984741211
2015-07-29,69.94999694824219
2015-07-30,70.08999633789062
2015-07-31,69.86000061035156
2015-08-03,69.70999908447266
2015-08-04,69.97000122070312
2015-08-05,70.44999694824219
2015-08-06,69.72000122070312
2015-08-07,70.23999786376953
2015-08-10,71.11000061035156
2015-08-11,70.2300033569336
2015-08-12,70.83000183105469
2015-08-13,71.30999755859375
2015-08-14,71.22000122070312
2015-08-17,71.62999725341797
2015-08-18,71.58999633789062
2015-08-19,71.22000122070312
2015-08-20,70.13999938964844
2015-08-21,68.2699966430664
2015-08-24,65.94999694824219
2015-08-25,65.87999725341797
2015-08-26,68.70999908447266
2015-08-27,67.81999969482422
2015-08-28,68.77999877929688
2015-08-31,67.95999908447266
2015-09-01,65.61000061035156
2015-09-02,66.9000015258789
2015-09-03,67.47000122070312
2015-09-04,66.44000244140625
2015-09-08,68.3499984741211
2015-09-09,67.66999816894531
2015-09-10,68.12000274658203
2015-09-11,69.0999984741211
2015-09-14,68.58999633789062
2015-09-15,69.58999633789062
2015-09-16,70.08000183105469
2015-09-17,70.0
2015-09-18,69.51000213623047
2015-09-21,70.0
2015-09-22,69.55999755859375
2015-09-23,69.81999969482422
2015-09-24,69.61000061035156
2015-09-25,69.93000030517578
2015-09-28,68.44999694824219
2015-09-29,68.88999938964844
2015-09-30,69.61000061035156
2015-10-01,69.66999816894531
2015-10-02,70.87000274658203
2015-10-05,72.08999633789062
2015-10-06,71.97000122070312
2015-10-07,72.56999969482422
2015-10-08,73.51000213623047
2015-10-09,73.88999938964844
2015-10-12,74.08000183105469
2015-10-13,73.55000305175781
2015-10-14,73.02999877929688
2015-10-15,73.4000015258789
2015-10-16,73.54000091552734
2015-10-19,74.08999633789062
2015-10-20,74.0
2015-10-21,73.37000274658203
2015-10-22,75.22000122070312
2015-10-23,76.0999984741211
2015-10-26,76.33000183105469
2015-10-27,75.41000366210938
2015-10-28,77.45999908447266
2015-10-29,77.70999908447266
2015-10-30,77.33999633789062
2015-11-02,77.55000305175781
2015-11-03,77.12999725341797
2015-11-04,77.58999633789062
2015-11-05,77.19000244140625
2015-11-06,77.87000274658203
2015-11-09,78.5
2015-11-10,78.38999938964844
2015-11-11,78.0
2015-11-12,77.30999755859375
2015-11-13,76.88999938964844
2015-11-16,78.56999969482422
2015-11-17,78.7699966430664
2015-11-18,79.56999969482422
2015-11-19,79.0999984741211
2015-11-20,79.16999816894531
2015-11-23,78.83999633789062
2015-11-24,78.63999938964844
2015-11-25,78.69999694824219
2015-11-27,78.77999877929688
2015-11-30,79.37999725341797
2015-12-01,79.58000183105469
2015-12-02,79.13999938964844
2015-12-03,78.94000244140625
2015-12-04,79.0
2015-12-07,78.87000274658203
2015-12-08,78.22000122070312
2015-12-09,77.68000030517578
2015-12-10,77.93000030517578
2015-12-11,77.4000015258789
2015-12-14,77.83000183105469
2015-12-15,78.12999725341797
2015-12-16,77.73999786376953
2015-12-17,77.22000122070312
2015-12-18,77.52999877929688
2015-12-21,77.51000213623047
2015-12-22,77.76000213623047
2015-12-23,77.91999816894531
2015-12-24,78.13999938964844
2015-12-28,78.41999816894531
2015-12-29,79.25
2015-12-30,78.98999786376953
2015-12-31,78.05999755859375
2016-01-04,76.52999877929688
2016-01-05,77.6500015258789
2016-01-06,77.70999908447266
2016-01-07,76.87999725341797
2016-01-08,76.44999694824219
2016-01-11,76.7300033569336
2016-01-12,77.9000015258789
2016-01-13,75.77999877929688
2016-01-14,77.12000274658203
2016-01-15,74.52999877929688
2016-01-19,75.62000274658203
2016-01-20,75.13999938964844
2016-01-21,76.55000305175781
2016-01-22,78.31999969482422
2016-01-25,77.37999725341797
2016-01-26,77.9800033569336
2016-01-27,77.91999816894531
2016-01-28,78.1500015258789
2016-01-29,81.18000030517578
2016-02-01,81.33999633789062
2016-02-02,80.70999908447266
2016-02-03,79.87999725341797
2016-02-04,79.75
2016-02-05,78.61000061035156
2016-02-08,76.56999969482422
2016-02-09,76.5999984741211
2016-02-10,77.30000305175781
2016-02-11,77.01000213623047
2016-02-12,79.29000091552734
2016-02-16,80.97000122070312
2016-02-17,80.0199966430664
2016-02-18,82.11000061035156
2016-02-19,83.01000213623047
2016-02-22,84.30000305175781
2016-02-23,83.56999969482422
2016-02-24,83.91000366210938
2016-02-25,84.41000366210938
2016-02-26,83.23999786376953
2016-02-29,82.23999786376953
2016-03-01,82.75
2016-03-02,82.0999984741211
2016-03-03,82.12000274658203
2016-03-04,82.19999694824219
2016-03-07,81.94000244140625
2016-03-08,80.98999786376953
2016-03-09,81.0199966430664
2016-03-10,81.08999633789062
2016-03-11,81.37999725341797
2016-03-14,81.2300033569336
2016-03-15,81.19999694824219
2016-03-16,82.06999969482422
2016-03-17,82.86000061035156
2016-03-18,82.83000183105469
2016-03-21,82.7699966430664
2016-03-22,82.91999816894531
2016-03-23,82.97000122070312
2016-03-24,82.98999786376953
2016-03-28,83.0199966430664
2016-03-29,84.45999908447266
2016-03-30,85.95999908447266
2016-03-31,84.56999969482422
2016-04-01,85.12999725341797
2016-04-04,84.0999984741211
2016-04-05,83.5
2016-04-06,84.41000366210938
2016-04-07,83.73999786376953
2016-04-08,83.48999786376953
2016-04-11,82.66000366210938
2016-04-12,82.16999816894531
2016-04-13,82.55000305175781
2016-04-14,82.25
2016-04-15,82.41000366210938
2016-04-18,82.47000122070312
2016-04-19,83.33000183105469
2016-04-20,83.08999633789062
2016-04-21,82.0999984741211
2016-04-22,81.87999725341797
2016-04-25,81.88999938964844
2016-04-26,82.2300033569336
2016-04-27,82.12999725341797
2016-04-28,81.94000244140625
2016-04-29,81.02999877929688
2016-05-02,82.3499984741211
2016-05-03,81.44999694824219
2016-05-04,83.08000183105469
2016-05-05,82.80999755859375
2016-05-06,83.5999984741211
2016-05-09,84.0999984741211
2016-05-10,84.75
2016-05-11,83.58999633789062
2016-05-12,84.43000030517578
2016-05-13,83.69000244140625
2016-05-16,84.70999908447266
2016-05-17,83.81999969482422
2016-05-18,83.56999969482422
2016-05-19,82.8499984741211
2016-05-20,83.05999755859375
2016-05-23,82.20999908447266
2016-05-24,84.01000213623047
2016-05-25,83.62999725341797
2016-05-26,83.48999786376953
2016-05-27,84.33999633789062
2016-05-31,84.43000030517578
2016-06-01,84.55000305175781
2016-06-02,85.2699966430664
2016-06-03,84.80999755859375
2016-06-06,84.98999786376953
2016-06-07,85.01000213623047
2016-06-08,85.44000244140625
2016-06-09,85.77999877929688
2016-06-10,84.5199966430664
2016-06-13,83.7699966430664
2016-06-14,84.69999694824219
2016-06-15,83.91999816894531
2016-06-16,83.83000183105469
2016-06-17,82.48999786376953
2016-06-20,83.6500015258789
2016-06-21,83.4800033569336
2016-06-22,83.37999725341797
2016-06-23,84.37000274658203
2016-06-24,83.22000122070312
2016-06-27,82.05000305175781
2016-06-28,84.4800033569336
2016-06-29,85.38999938964844
2016-06-30,87.2699966430664
2016-07-01,87.2300033569336
2016-07-05,87.25
2016-07-06,87.31999969482422
2016-07-07,86.80000305175781
2016-07-08,87.79000091552734
2016-07-11,88.37999725341797
2016-07-12,88.19000244140625
2016-07-13,88.43000030517578
2016-07-14,88.11000061035156
2016-07-15,87.80000305175781
2016-07-18,87.4800033569336
2016-07-19,87.7300033569336
2016-07-20,88.05000305175781
2016-07-21,87.44000244140625
2016-07-22,88.08999633789062
2016-07-25,88.52999877929688
2016-07-26,89.37000274658203
2016-07-27,89.58000183105469
2016-07-28,89.12999725341797
2016-07-29,89.25
2016-08-01,89.4000015258789
2016-08-02,88.68000030517578
2016-08-03,88.02999877929688
2016-08-04,88.33000183105469
2016-08-05,88.9800033569336
2016-08-08,88.08000183105469
2016-08-09,88.33999633789062
2016-08-10,88.94000244140625
2016-08-11,88.73999786376953
2016-08-12,88.33000183105469
2016-08-15,88.86000061035156
2016-08-16,88.4000015258789
2016-08-17,85.94000244140625
2016-08-18,87.12999725341797
2016-08-19,87.69999694824219
2016-08-22,88.33000183105469
2016-08-23,88.7300033569336
2016-08-24,87.81999969482422
2016-08-25,88.05000305175781
2016-08-26,87.5999984741211
2016-08-29,87.52999877929688
2016-08-30,87.6500015258789
2016-08-31,87.2699966430664
2016-09-01,88.19999694824219
2016-09-02,88.94000244140625
2016-09-06,88.66000366210938
2016-09-07,88.55999755859375
2016-09-08,88.2300033569336
2016-09-09,86.18000030517578
2016-09-12,87.4800033569336
2016-09-13,85.87000274658203
2016-09-14,85.23999786376953
2016-09-15,85.91999816894531
2016-09-16,85.16000366210938
2016-09-19,85.77999877929688
2016-09-20,85.93000030517578
2016-09-21,86.87000274658203
2016-09-22,87.73999786376953
2016-09-23,87.2300033569336
2016-09-26,86.4000015258789
2016-09-27,86.56999969482422
2016-09-28,86.68000030517578
2016-09-29,85.62999725341797
2016-09-30,85.55000305175781
2016-10-03,85.4000015258789
2016-10-04,83.94999694824219
2016-10-05,83.73999786376953
2016-10-06,84.41000366210938
2016-10-07,83.16999816894531
2016-10-10,83.19999694824219
2016-10-11,81.30000305175781
2016-10-12,82.69000244140625
2016-10-13,82.20999908447266
2016-10-14,82.68000030517578
2016-10-17,82.41000366210938
2016-10-18,82.5199966430664
2016-10-19,82.16999816894531
2016-10-20,81.8499984741211
2016-10-21,81.80000305175781
2016-10-24,82.36000061035156
2016-10-25,81.56999969482422
2016-10-26,80.41999816894531
2016-10-27,79.55000305175781
2016-10-28,80.22000122070312
2016-10-31,81.0199966430664
2016-11-01,80.54000091552734
2016-11-02,80.48999786376953
2016-11-03,80.2699966430664
2016-11-04,80.37000274658203
2016-11-07,81.75
2016-11-08,83.87000274658203
2016-11-09,83.69000244140625
2016-11-10,83.5199966430664
2016-11-11,84.58000183105469
2016-11-14,84.69000244140625
2016-11-15,84.68000030517578
2016-11-16,85.18000030517578
2016-11-17,86.55000305175781
2016-11-18,86.70999908447266
2016-11-21,88.19999694824219
2016-11-22,88.41000366210938
2016-11-23,88.91999816894531
2016-11-25,88.77999877929688
2016-11-28,88.5999984741211
2016-11-29,88.33000183105469
2016-11-30,86.44000244140625
2016-12-01,84.58000183105469
2016-12-02,85.45999908447266
2016-12-05,86.86000061035156
2016-12-06,87.72000122070312
2016-12-07,89.05000305175781
2016-12-08,89.43000030517578
2016-12-09,89.4800033569336
2016-12-12,89.58000183105469
2016-12-13,90.4800033569336
2016-12-14,89.44000244140625
2016-12-15,89.58000183105469
2016-12-16,89.44999694824219
2016-12-19,89.36000061035156
2016-12-20,89.58000183105469
2016-12-21,89.12999725341797
2016-12-22,88.91000366210938
2016-12-23,89.41000366210938
2016-12-27,89.51000213623047
2016-12-28,88.88999938964844
2016-12-29,89.18000030517578
2016-12-30,88.77999877929688
2017-01-03,88.88999938964844
2017-01-04,89.73999786376953
2017-01-05,90.55999755859376
2017-01-06,90.8499984741211
2017-01-09,90.20999908447266
2017-01-10,89.5
2017-01-11,89.27999877929688
2017-01-12,89.2699966430664
2017-01-13,90.54000091552734
2017-01-17,90.19000244140624
2017-01-18,90.1500015258789
2017-01-19,90.25
2017-01-20,90.7699966430664
2017-01-23,91.02999877929688
2017-01-24,91.1999969482422
2017-01-25,90.6999969482422
2017-01-26,89.69999694824219
2017-01-27,90.05000305175781
2017-01-30,90.12999725341795
2017-01-31,89.77999877929688
2017-02-01,89.08000183105469
2017-02-02,89.05000305175781
2017-02-03,90.2300033569336
2017-02-06,89.69000244140625
2017-02-07,90.01000213623047
2017-02-08,89.52999877929688
2017-02-09,90.81999969482422
2017-02-10,90.5999984741211
2017-02-13,91.4800033569336
2017-02-14,91.0500030517578
2017-02-15,91.68000030517578
2017-02-16,92.23999786376952
2017-02-17,92.52999877929688
2017-02-21,93.16000366210938
2017-02-22,93.37000274658205
2017-02-23,93.8499984741211
2017-02-24,94.6999969482422
2017-02-27,94.76000213623048
2017-02-28,93.7699966430664
2017-03-01,95.33000183105467
2017-03-02,94.47000122070312
2017-03-03,95.0
2017-03-06,94.61000061035156
2017-03-07,94.47000122070312
2017-03-08,94.2699966430664
2017-03-09,94.05999755859376
2017-03-10,94.44000244140624
2017-03-13,95.11000061035156
2017-03-14,94.83999633789062
2017-03-15,95.3499984741211
2017-03-16,94.75
2017-03-17,95.0999984741211
2017-03-20,94.48999786376952
2017-03-21,93.88999938964844
2017-03-22,93.70999908447266
2017-03-23,93.47000122070312
2017-03-24,93.33000183105467
2017-03-27,93.62000274658205
2017-03-28,93.75
2017-03-29,94.0199966430664
2017-03-30,93.91999816894533
2017-03-31,93.0999984741211
2017-04-03,92.80999755859376
2017-04-04,92.7300033569336
2017-04-05,92.48999786376952
2017-04-06,92.16000366210938
2017-04-07,91.97000122070312
2017-04-10,92.27999877929688
2017-04-11,93.56999969482422
2017-04-12,93.91000366210938
2017-04-13,93.02999877929688
2017-04-17,94.16999816894533
2017-04-18,94.41999816894533
2017-04-19,94.77999877929688
2017-04-20,95.52999877929688
2017-04-21,95.62999725341795
2017-04-24,96.51000213623048
2017-04-25,96.62999725341795
2017-04-26,96.97000122070312
2017-04-27,97.31999969482422
2017-04-28,96.91999816894533
2017-05-01,96.94000244140624
2017-05-02,97.36000061035156
2017-05-03,97.4800033569336
2017-05-04,98.04000091552734
2017-05-05,98.1500015258789
2017-05-08,97.12999725341795
2017-05-09,97.3000030517578
2017-05-10,97.4000015258789
2017-05-11,96.6500015258789
2017-05-12,95.98999786376952
2017-05-15,96.7699966430664
2017-05-16,98.37999725341795
2017-05-17,97.86000061035156
2017-05-18,98.86000061035156
2017-05-19,100.63999938964844
2017-05-22,102.13999938964844
2017-05-23,103.18000030517578
2017-05-24,103.25
2017-05-25,105.12999725341795
2017-05-26,104.3000030517578
2017-05-30,105.11000061035156
2017-05-31,106.20999908447266
2017-06-01,105.11000061035156
2017-06-02,105.2300033569336
2017-06-05,104.97000122070312
2017-06-06,103.58999633789062
2017-06-07,103.97000122070312
2017-06-08,103.9000015258789
2017-06-09,103.2699966430664
2017-06-12,103.56999969482422
2017-06-13,104.20999908447266
2017-06-14,103.88999938964844
2017-06-15,104.38999938964844
2017-06-16,104.79000091552734
2017-06-19,104.6999969482422
2017-06-20,104.66000366210938
2017-06-21,104.94000244140624
2017-06-22,104.94000244140624
2017-06-23,105.5999984741211
2017-06-26,105.37000274658205
2017-06-27,104.68000030517578
2017-06-28,105.27999877929688
2017-06-29,103.6999969482422
2017-06-30,103.87000274658205
2017-07-03,103.20999908447266
2017-07-05,103.68000030517578
2017-07-06,102.62000274658205
2017-07-07,103.5999984741211
2017-07-10,103.83000183105467
2017-07-11,103.91000366210938
2017-07-12,105.25
2017-07-13,104.9000015258789
2017-07-14,105.1999969482422
2017-07-17,105.5199966430664
2017-07-18,105.1999969482422
2017-07-19,106.1500015258789
2017-07-20,106.4499969482422
2017-07-21,106.19000244140624
2017-07-24,106.19000244140624
2017-07-25,106.4800033569336
2017-07-26,106.69000244140624
2017-07-27,106.69000244140624
2017-07-28,107.08000183105467
2017-07-31,107.31999969482422
2017-08-01,107.37999725341795
2017-08-02,105.69000244140624
2017-08-03,105.9000015258789
2017-08-04,106.02999877929688
2017-08-07,106.62000274658205
2017-08-08,106.58000183105467
2017-08-09,106.37000274658205
2017-08-10,106.06999969482422
2017-08-11,105.73999786376952
2017-08-14,106.3499984741211
2017-08-15,106.51000213623048
2017-08-16,101.58999633789062
2017-08-17,98.72000122070312
2017-08-18,98.44000244140624
2017-08-21,99.3000030517578
2017-08-22,100.4000015258789
2017-08-23,100.33000183105467
2017-08-24,99.58000183105467
2017-08-25,100.08000183105467
2017-08-28,100.4800033569336
2017-08-29,101.08000183105467
2017-08-30,101.55999755859376
2017-08-31,103.06999969482422
2017-09-01,102.5500030517578
2017-09-05,101.80999755859376
2017-09-06,101.48999786376952
2017-09-07,101.8000030517578
2017-09-08,101.97000122070312
2017-09-11,102.5
2017-09-12,102.63999938964844
2017-09-13,102.0999984741211
2017-09-14,102.0199966430664
2017-09-15,101.73999786376952
2017-09-18,102.41000366210938
2017-09-19,102.2300033569336
2017-09-20,101.58000183105467
2017-09-21,102.02999877929688
2017-09-22,102.26000213623048
2017-09-25,101.48999786376952
2017-09-26,101.18000030517578
2017-09-27,101.73999786376952
2017-09-28,102.62000274658205
2017-09-29,102.79000091552734
2017-10-02,102.83999633789062
2017-10-03,103.62999725341795
2017-10-04,103.91999816894533
2017-10-05,103.87000274658205
2017-10-06,104.41000366210938
2017-10-09,105.30999755859376
2017-10-10,105.31999969482422
2017-10-11,104.87999725341795
2017-10-12,105.18000030517578
2017-10-13,105.0999984741211
2017-10-16,104.97000122070312
2017-10-17,104.3499984741211
2017-10-18,104.16000366210938
2017-10-19,105.47000122070312
2017-10-20,105.77999877929688
2017-10-23,106.4000015258789
2017-10-24,106.04000091552734
2017-10-25,106.91999816894533
2017-10-26,108.83999633789062
2017-10-27,110.44000244140624
2017-10-30,110.54000091552734
2017-10-31,110.12999725341795
2017-11-01,109.76000213623048
2017-11-02,110.97000122070312
2017-11-03,111.61000061035156
2017-11-06,111.8000030517578
2017-11-07,112.55999755859376
2017-11-08,113.86000061035156
2017-11-09,113.95999908447266
2017-11-10,113.69000244140624
2017-11-13,112.8499984741211
2017-11-14,113.0999984741211
2017-11-15,112.33999633789062
2017-11-16,112.19000244140624
2017-11-17,112.08000183105467
2017-11-20,112.44000244140624
2017-11-21,113.3499984741211
2017-11-22,114.22000122070312
2017-11-24,114.56999969482422
2017-11-27,114.95999908447266
2017-11-28,115.33000183105467
2017-11-29,113.9000015258789
2017-11-30,115.31999969482422
2017-12-01,114.02999877929688
2017-12-04,115.4800033569336
2017-12-05,114.7699966430664
2017-12-06,115.87999725341795
2017-12-07,116.80999755859376
2017-12-08,117.29000091552734
2017-12-11,116.88999938964844
2017-12-12,116.30999755859376
2017-12-13,116.2699966430664
2017-12-14,116.05999755859376
2017-12-15,118.23999786376952
2017-12-18,118.27999877929688
2017-12-19,117.88999938964844
2017-12-20,117.81999969482422
2017-12-21,117.41000366210938
2017-12-22,116.83999633789062
2017-12-26,116.83000183105467
2017-12-27,116.91999816894533
2017-12-28,117.29000091552734
2017-12-29,116.95999908447266
2018-01-02,116.19000244140624
2018-01-03,116.33999633789062
2018-01-04,118.63999938964844
2018-01-05,119.77999877929688
2018-01-08,119.81999969482422
2018-01-09,121.0199966430664
2018-01-10,122.33000183105467
2018-01-11,122.68000030517578
2018-01-12,123.37999725341795
2018-01-16,123.7300033569336
2018-01-17,124.79000091552734
2018-01-18,124.43000030517578
2018-01-19,125.1500015258789
2018-01-22,125.31999969482422
2018-01-23,126.0
2018-01-24,125.1500015258789
2018-01-25,125.5500030517578
2018-01-26,126.52999877929688
2018-01-29,126.41000366210938
2018-01-30,125.25
2018-01-31,124.66000366210938
2018-02-01,124.66000366210938
2018-02-02,122.95999908447266
2018-02-05,117.97000122070312
2018-02-06,117.97000122070312
2018-02-07,117.2300033569336
2018-02-08,114.37000274658205
2018-02-09,115.33000183105467
2018-02-12,116.3000030517578
2018-02-13,117.12999725341795
2018-02-14,119.27999877929688
2018-02-15,120.91000366210938
2018-02-16,122.08000183105467
2018-02-20,121.01000213623048
2018-02-21,119.43000030517578
2018-02-22,120.16000366210938
2018-02-23,121.9499969482422
2018-02-26,121.44000244140624
2018-02-27,119.55999755859376
2018-02-28,117.3000030517578
2018-03-01,117.68000030517578
2018-03-02,119.08999633789062
2018-03-05,121.01000213623048
2018-03-06,121.9000015258789
2018-03-07,122.20999908447266
2018-03-08,122.38999938964844
2018-03-09,123.93000030517578
2018-03-12,123.41000366210938
2018-03-13,124.05999755859376
2018-03-14,125.01000213623048
2018-03-15,125.01000213623048
2018-03-16,125.25
2018-03-19,124.9000015258789
2018-03-20,125.36000061035156
2018-03-21,125.33000183105467
2018-03-22,122.48999786376952
2018-03-23,119.1999969482422
2018-03-26,120.87999725341795
2018-03-27,119.72000122070312
2018-03-28,119.54000091552734
2018-03-29,120.9499969482422
2018-04-02,119.36000061035156
2018-04-03,119.69000244140624
2018-04-04,120.25
2018-04-05,120.38999938964844
2018-04-06,118.37999725341795
2018-04-09,118.48999786376952
2018-04-10,120.5500030517578
2018-04-11,120.20999908447266
2018-04-12,120.13999938964844
2018-04-13,119.5199966430664
2018-04-16,121.3000030517578
2018-04-17,122.4800033569336
2018-04-18,123.08000183105467
2018-04-19,122.27999877929688
2018-04-20,121.43000030517578
2018-04-23,121.58999633789062
2018-04-24,120.68000030517578
2018-04-25,119.25
2018-04-26,121.70999908447266
2018-04-27,120.11000061035156
2018-04-30,119.4800033569336
2018-05-01,121.43000030517578
2018-05-02,117.93000030517578
2018-05-03,120.86000061035156
2018-05-04,122.91000366210938
2018-05-07,121.8000030517578
2018-05-08,122.12999725341795
2018-05-09,122.7300033569336
2018-05-10,123.04000091552734
2018-05-11,123.98999786376952
2018-05-14,122.23999786376952
2018-05-15,121.45999908447266
2018-05-16,122.27999877929688
2018-05-17,122.25
2018-05-18,122.41000366210938
2018-05-21,122.33999633789062
2018-05-22,120.23999786376952
2018-05-23,121.7699966430664
2018-05-24,122.12999725341795
2018-05-25,121.72000122070312
2018-05-29,122.04000091552734
2018-05-30,123.83000183105467
2018-05-31,125.05999755859376
2018-06-01,124.81999969482422
2018-06-04,126.83000183105467
2018-06-05,127.12999725341795
2018-06-06,129.1300048828125
2018-06-07,128.60000610351562
2018-06-08,129.64999389648438
2018-06-11,129.0500030517578
2018-06-12,129.55999755859375
2018-06-13,129.58999633789062
2018-06-14,131.08999633789062
2018-06-15,131.2899932861328
2018-06-18,132.11000061035156
2018-06-19,133.14999389648438
2018-06-20,131.13999938964844
2018-06-21,131.02999877929688
2018-06-22,131.30999755859375
2018-06-25,129.47000122070312
2018-06-26,129.92999267578125
2018-06-27,128.41000366210938
2018-06-28,129.41000366210938
2018-06-29,130.36000061035156
2018-07-02,130.60000610351562
2018-07-03,131.75999450683594
2018-07-05,132.61000061035156
2018-07-06,133.66000366210938
2018-07-09,134.6199951171875
2018-07-10,134.25
2018-07-11,135.3000030517578
2018-07-12,136.9499969482422
2018-07-13,135.3800048828125
2018-07-16,135.1699981689453
2018-07-17,136.27000427246094
2018-07-18,135.8000030517578
2018-07-19,135.8000030517578
2018-07-20,135.91000366210938
2018-07-23,136.88999938964844
2018-07-24,137.44000244140625
2018-07-25,138.36000061035156
2018-07-26,138.7100067138672
2018-07-27,137.38999938964844
2018-07-30,135.11000061035156
2018-07-31,134.6999969482422
2018-08-01,136.0500030517578
2018-08-02,138.17999267578125
2018-08-03,138.6300048828125
2018-08-06,139.77999877929688
2018-08-07,140.47999572753906
2018-08-08,140.49000549316406
2018-08-09,141.00999450683594
2018-08-10,140.72000122070312
2018-08-13,141.6699981689453
2018-08-14,143.07000732421875
2018-08-15,142.88999938964844
2018-08-16,142.5
2018-08-17,143.24000549316406
2018-08-20,144.49000549316406
2018-08-21,144.10000610351562
2018-08-22,155.2899932861328
2018-08-23,156.60000610351562
2018-08-24,158.47000122070312
2018-08-27,157.2100067138672
2018-08-28,157.00999450683594
2018-08-29,157.6300048828125
2018-08-30,158.16000366210938
2018-08-31,158.44000244140625
2018-09-04,159.27999877929688
2018-09-05,157.97999572753906
2018-09-06,159.57000732421875
2018-09-07,160.0
2018-09-10,159.8000030517578
2018-09-11,160.50999450683594
2018-09-12,161.5399932861328
2018-09-13,161.82000732421875
2018-09-14,162.86000061035156
2018-09-17,159.94000244140625
2018-09-18,161.24000549316406
2018-09-19,159.42999267578125
2018-09-20,160.27999877929688
2018-09-21,159.2100067138672
2018-09-24,159.50999450683594
2018-09-25,159.75999450683594
2018-09-26,158.25
2018-09-27,159.19000244140625
2018-09-28,160.0800018310547
