,ELV
2017-03-24,162.75
2017-03-27,162.19000244140625
2017-03-28,164.60000610351562
2017-03-29,164.97999572753906
2017-03-30,167.0800018310547
2017-03-31,165.3800048828125
2017-04-03,166.49000549316406
2017-04-04,165.6999969482422
2017-04-05,164.75
2017-04-06,165.9199981689453
2017-04-07,166.25999450683594
2017-04-10,167.44000244140625
2017-04-11,167.42999267578125
2017-04-12,166.42999267578125
2017-04-13,164.99000549316406
2017-04-17,166.94000244140625
2017-04-18,166.3699951171875
2017-04-19,166.7899932861328
2017-04-20,168.07000732421875
2017-04-21,167.8000030517578
2017-04-24,168.41000366210938
2017-04-25,172.4600067138672
2017-04-26,179.02999877929688
2017-04-27,178.3000030517578
2017-04-28,177.88999938964844
2017-05-01,179.1999969482422
2017-05-02,181.2700042724609
2017-05-03,179.94000244140625
2017-05-04,179.88999938964844
2017-05-05,180.3000030517578
2017-05-08,179.8300018310547
2017-05-09,177.72999572753906
2017-05-10,180.1300048828125
2017-05-11,182.72000122070312
2017-05-12,181.44000244140625
2017-05-15,182.3000030517578
2017-05-16,180.8099975585937
2017-05-17,176.1199951171875
2017-05-18,176.69000244140625
2017-05-19,176.41000366210938
2017-05-22,176.5
2017-05-23,177.7100067138672
2017-05-24,180.0800018310547
2017-05-25,181.5
2017-05-26,183.0800018310547
2017-05-30,183.32000732421875
2017-05-31,182.3500061035156
2017-06-01,187.69000244140625
2017-06-02,187.5800018310547
2017-06-05,186.69000244140625
2017-06-06,187.6499938964844
2017-06-07,188.3300018310547
2017-06-08,187.58999633789065
2017-06-09,186.9199981689453
2017-06-12,186.7400054931641
2017-06-13,187.16000366210932
2017-06-14,188.7700042724609
2017-06-15,188.75
2017-06-16,189.9600067138672
2017-06-19,192.7400054931641
2017-06-20,192.0
2017-06-21,192.07000732421875
2017-06-22,193.3600006103516
2017-06-23,190.1699981689453
2017-06-26,188.1499938964844
2017-06-27,187.41000366210932
2017-06-28,187.9199981689453
2017-06-29,187.1699981689453
2017-06-30,188.1300048828125
2017-07-03,189.6000061035156
2017-07-05,191.25
2017-07-06,190.27999877929688
2017-07-07,191.6100006103516
2017-07-10,192.1199951171875
2017-07-11,192.1000061035156
2017-07-12,193.5399932861328
2017-07-13,192.5500030517578
2017-07-14,192.5599975585937
2017-07-17,192.08999633789065
2017-07-18,189.4499969482422
2017-07-19,190.2899932861328
2017-07-20,190.69000244140625
2017-07-21,190.6499938964844
2017-07-24,191.0
2017-07-25,190.5800018310547
2017-07-26,184.9900054931641
2017-07-27,183.5200042724609
2017-07-28,187.7899932861328
2017-07-31,186.2100067138672
2017-08-01,186.6699981689453
2017-08-02,188.9499969482422
2017-08-03,191.44000244140625
2017-08-04,190.47999572753903
2017-08-07,190.6100006103516
2017-08-08,191.97999572753903
2017-08-09,192.8500061035156
2017-08-10,189.72000122070312
2017-08-11,189.42999267578125
2017-08-14,191.3099975585937
2017-08-15,192.9900054931641
2017-08-16,193.3500061035156
2017-08-17,191.9600067138672
2017-08-18,191.0200042724609
2017-08-21,192.97000122070312
2017-08-22,194.9499969482422
2017-08-23,195.22999572753903
2017-08-24,192.8999938964844
2017-08-25,192.67999267578125
2017-08-28,193.47999572753903
2017-08-29,193.8300018310547
2017-08-30,191.5
2017-08-31,196.0399932861328
2017-09-01,197.42999267578125
2017-09-05,197.17999267578125
2017-09-06,193.6499938964844
2017-09-07,192.63999938964844
2017-09-08,193.8500061035156
2017-09-11,195.9499969482422
2017-09-12,189.2400054931641
2017-09-13,189.72000122070312
2017-09-14,186.75
2017-09-15,186.58999633789065
2017-09-18,185.0
2017-09-19,181.44000244140625
2017-09-20,183.4900054931641
2017-09-21,183.5
2017-09-22,182.8600006103516
2017-09-25,181.5
2017-09-26,184.27999877929688
2017-09-27,186.4499969482422
2017-09-28,189.77999877929688
2017-09-29,189.8800048828125
2017-10-02,191.1100006103516
2017-10-03,193.22999572753903
2017-10-04,193.4199981689453
2017-10-05,192.9199981689453
2017-10-06,193.22000122070312
2017-10-09,190.7400054931641
2017-10-10,188.63999938964844
2017-10-11,189.88999938964844
2017-10-12,189.7400054931641
2017-10-13,183.8300018310547
2017-10-16,183.759994506836
2017-10-17,187.259994506836
2017-10-18,191.7899932861328
2017-10-19,193.1999969482422
2017-10-20,194.69000244140625
2017-10-23,195.63999938964844
2017-10-24,195.25
2017-10-25,205.7100067138672
2017-10-26,206.91000366210932
2017-10-27,211.33999633789065
2017-10-30,209.4600067138672
2017-10-31,209.2100067138672
2017-11-01,209.52999877929688
2017-11-02,210.58999633789065
2017-11-03,211.8000030517578
2017-11-06,216.3000030517578
2017-11-07,217.47000122070312
2017-11-08,216.8699951171875
2017-11-09,215.97999572753903
2017-11-10,218.2700042724609
2017-11-13,218.4600067138672
2017-11-14,218.4499969482422
2017-11-15,218.1999969482422
2017-11-16,220.88999938964844
2017-11-17,220.8300018310547
2017-11-20,219.5
2017-11-21,220.0200042724609
2017-11-22,220.4199981689453
2017-11-24,220.38999938964844
2017-11-27,220.02999877929688
2017-11-28,222.27999877929688
2017-11-29,227.3099975585937
2017-11-30,234.9600067138672
2017-12-01,232.33999633789065
2017-12-04,224.9499969482422
2017-12-05,223.4900054931641
2017-12-06,222.7100067138672
2017-12-07,223.63999938964844
2017-12-08,224.8500061035156
2017-12-11,226.0200042724609
2017-12-12,228.75
2017-12-13,232.0599975585937
2017-12-14,227.1199951171875
2017-12-15,226.2100067138672
2017-12-18,227.0200042724609
2017-12-19,227.9900054931641
2017-12-20,227.9199981689453
2017-12-21,225.0800018310547
2017-12-22,225.6000061035156
2017-12-26,225.42999267578125
2017-12-27,225.2400054931641
2017-12-28,227.0399932861328
2017-12-29,225.009994506836
2018-01-02,226.0
2018-01-03,229.1499938964844
2018-01-04,230.2100067138672
2018-01-05,234.33999633789065
2018-01-08,231.82000732421875
2018-01-09,234.66000366210932
2018-01-10,233.88999938964844
2018-01-11,235.0
2018-01-12,239.82000732421875
2018-01-16,241.75
2018-01-17,249.1499938964844
2018-01-18,249.6499938964844
2018-01-19,250.0599975585937
2018-01-22,250.5
2018-01-23,250.5
2018-01-24,252.9900054931641
2018-01-25,251.3500061035156
2018-01-26,258.19000244140625
2018-01-29,257.0199890136719
2018-01-30,243.44000244140625
2018-01-31,247.8500061035156
2018-02-01,243.92999267578125
2018-02-02,239.17999267578125
2018-02-05,230.4499969482422
2018-02-06,234.8300018310547
2018-02-07,238.44000244140625
2018-02-08,230.57000732421875
2018-02-09,231.7100067138672
2018-02-12,232.7700042724609
2018-02-13,233.4499969482422
2018-02-14,235.0200042724609
2018-02-15,232.0599975585937
2018-02-16,235.0200042724609
2018-02-20,232.22000122070312
2018-02-21,232.02999877929688
2018-02-22,233.67999267578125
2018-02-23,235.2400054931641
2018-02-26,238.22000122070312
2018-02-27,237.2100067138672
2018-02-28,235.3800048828125
2018-03-01,232.0399932861328
2018-03-02,233.0800018310547
2018-03-05,232.0399932861328
2018-03-06,232.75
2018-03-07,231.8600006103516
2018-03-08,228.7899932861328
2018-03-09,232.8000030517578
2018-03-12,229.8600006103516
2018-03-13,230.22000122070312
2018-03-14,229.02999877929688
2018-03-15,230.0
2018-03-16,228.1100006103516
2018-03-19,227.9900054931641
2018-03-20,229.97999572753903
2018-03-21,225.9900054931641
2018-03-22,218.8500061035156
2018-03-23,215.6300048828125
2018-03-26,221.0800018310547
2018-03-27,219.44000244140625
2018-03-28,221.47999572753903
2018-03-29,219.6999969482422
2018-04-02,220.1300048828125
2018-04-03,227.509994506836
2018-04-04,228.4199981689453
2018-04-05,230.72999572753903
2018-04-06,224.77999877929688
2018-04-09,222.8699951171875
2018-04-10,224.9499969482422
2018-04-11,220.32000732421875
2018-04-12,220.4600067138672
2018-04-13,222.0200042724609
2018-04-16,225.2700042724609
2018-04-17,229.5200042724609
2018-04-18,230.6499938964844
2018-04-19,227.6699981689453
2018-04-20,226.07000732421875
2018-04-23,227.1999969482422
2018-04-24,225.0
2018-04-25,238.83999633789065
2018-04-26,237.0
2018-04-27,239.1499938964844
2018-04-30,235.9900054931641
2018-05-01,235.52999877929688
2018-05-02,229.17999267578125
2018-05-03,230.7700042724609
2018-05-04,233.17999267578125
2018-05-07,229.259994506836
2018-05-08,224.1000061035156
2018-05-09,221.7700042724609
2018-05-10,225.6699981689453
2018-05-11,232.0500030517578
2018-05-14,232.3099975585937
2018-05-15,230.8699951171875
2018-05-16,232.3999938964844
2018-05-17,231.7899932861328
2018-05-18,231.8699951171875
2018-05-21,233.6499938964844
2018-05-22,233.92999267578125
2018-05-23,232.0599975585937
2018-05-24,230.6199951171875
2018-05-25,232.38999938964844
2018-05-29,229.2899932861328
2018-05-30,231.5800018310547
2018-05-31,221.4199981689453
2018-06-01,221.5
2018-06-04,225.2400054931641
2018-06-05,227.8699951171875
2018-06-06,227.8600006103516
2018-06-07,229.58999633789065
2018-06-08,228.3000030517578
2018-06-11,232.3300018310547
2018-06-12,231.67999267578125
2018-06-13,236.3000030517578
2018-06-14,241.7400054931641
2018-06-15,245.16000366210932
2018-06-18,244.0399932861328
2018-06-19,244.4900054931641
2018-06-20,243.9499969482422
2018-06-21,243.0800018310547
2018-06-22,244.82000732421875
2018-06-25,243.33999633789065
2018-06-26,241.2700042724609
2018-06-27,240.5399932861328
2018-06-28,239.2700042724609
2018-06-29,238.02999877929688
2018-07-02,238.2700042724609
2018-07-03,238.72999572753903
2018-07-05,240.0500030517578
2018-07-06,242.1499938964844
2018-07-09,248.69000244140625
2018-07-10,249.5200042724609
2018-07-11,249.5800018310547
2018-07-12,250.5800018310547
2018-07-13,250.509994506836
2018-07-16,248.27999877929688
2018-07-17,246.02999877929688
2018-07-18,248.6300048828125
2018-07-19,248.63999938964844
2018-07-20,248.5200042724609
2018-07-23,248.8300018310547
2018-07-24,246.0800018310547
2018-07-25,247.92999267578125
2018-07-26,247.0800018310547
2018-07-27,249.47999572753903
2018-07-30,252.2100067138672
2018-07-31,253.0
2018-08-01,252.2700042724609
2018-08-02,256.5299987792969
2018-08-03,257.95001220703125
2018-08-06,258.1300048828125
2018-08-07,257.9700012207031
2018-08-08,260.5400085449219
2018-08-09,261.1300048828125
2018-08-10,260.0400085449219
2018-08-13,262.94000244140625
2018-08-14,264.9700012207031
2018-08-15,264.1700134277344
2018-08-16,266.5299987792969
2018-08-17,263.95001220703125
2018-08-20,263.1700134277344
2018-08-21,262.6000061035156
2018-08-22,262.94000244140625
2018-08-23,264.2799987792969
2018-08-24,265.3800048828125
2018-08-27,266.2300109863281
2018-08-28,266.7099914550781
2018-08-29,267.1300048828125
2018-08-30,265.010009765625
2018-08-31,264.7300109863281
2018-09-04,263.70001220703125
2018-09-05,267.8500061035156
2018-09-06,270.8900146484375
2018-09-07,271.8999938964844
2018-09-10,262.5899963378906
2018-09-11,264.1700134277344
2018-09-12,266.3399963378906
2018-09-13,270.3399963378906
2018-09-14,270.7799987792969
2018-09-17,269.6300048828125
2018-09-18,270.9700012207031
2018-09-19,271.8500061035156
2018-09-20,274.1199951171875
2018-09-21,272.5199890136719
2018-09-24,273.2300109863281
2018-09-25,270.25
2018-09-26,269.4599914550781
2018-09-27,271.6400146484375
2018-09-28,274.04998779296875
2018-10-01,276.20001220703125
2018-10-02,276.1199951171875
2018-10-03,276.239990234375
2018-10-04,274.989990234375
2018-10-05,275.9200134277344
2018-10-08,277.3900146484375
