,PKG
2017-05-02,98.77999877929688
2017-05-03,98.91000366210938
2017-05-04,100.5199966430664
2017-05-05,102.1999969482422
2017-05-08,101.30999755859376
2017-05-09,100.5999984741211
2017-05-10,102.69000244140624
2017-05-11,102.48999786376952
2017-05-12,102.31999969482422
2017-05-15,102.87999725341795
2017-05-16,102.88999938964844
2017-05-17,100.5500030517578
2017-05-18,99.22000122070312
2017-05-19,99.3499984741211
2017-05-22,99.91000366210938
2017-05-23,100.0
2017-05-24,101.62000274658205
2017-05-25,101.97000122070312
2017-05-26,102.18000030517578
2017-05-30,102.31999969482422
2017-05-31,102.16000366210938
2017-06-01,104.0
2017-06-02,104.1999969482422
2017-06-05,104.08999633789062
2017-06-06,103.37000274658205
2017-06-07,103.75
2017-06-08,103.7699966430664
2017-06-09,104.9499969482422
2017-06-12,105.1999969482422
2017-06-13,105.76000213623048
2017-06-14,104.9499969482422
2017-06-15,105.37000274658205
2017-06-16,107.56999969482422
2017-06-19,108.3000030517578
2017-06-20,107.9000015258789
2017-06-21,107.70999908447266
2017-06-22,107.7300033569336
2017-06-23,109.43000030517578
2017-06-26,111.08000183105467
2017-06-27,110.61000061035156
2017-06-28,112.7699966430664
2017-06-29,111.5500030517578
2017-06-30,111.38999938964844
2017-07-03,112.11000061035156
2017-07-05,111.88999938964844
2017-07-06,110.83999633789062
2017-07-07,110.91999816894533
2017-07-10,112.45999908447266
2017-07-11,111.29000091552734
2017-07-12,111.83999633789062
2017-07-13,113.30999755859376
2017-07-14,113.11000061035156
2017-07-17,112.83999633789062
2017-07-18,111.51000213623048
2017-07-19,112.27999877929688
2017-07-20,110.45999908447266
2017-07-21,109.45999908447266
2017-07-24,108.98999786376952
2017-07-25,108.58000183105467
2017-07-26,108.8000030517578
2017-07-27,110.5500030517578
2017-07-28,109.7699966430664
2017-07-31,109.4800033569336
2017-08-01,110.0500030517578
2017-08-02,110.2300033569336
2017-08-03,110.08000183105467
2017-08-04,109.08000183105467
2017-08-07,109.41999816894533
2017-08-08,109.62000274658205
2017-08-09,109.16999816894533
2017-08-10,107.33000183105467
2017-08-11,107.5199966430664
2017-08-14,109.12999725341795
2017-08-15,109.29000091552734
2017-08-16,111.44000244140624
2017-08-17,110.56999969482422
2017-08-18,109.98999786376952
2017-08-21,106.51000213623048
2017-08-22,108.79000091552734
2017-08-23,109.16000366210938
2017-08-24,110.12000274658205
2017-08-25,110.36000061035156
2017-08-28,109.05999755859376
2017-08-29,108.5
2017-08-30,111.13999938964844
2017-08-31,112.41000366210938
2017-09-01,113.4499969482422
2017-09-05,111.88999938964844
2017-09-06,111.62999725341795
2017-09-07,112.27999877929688
2017-09-08,113.79000091552734
2017-09-11,116.8000030517578
2017-09-12,118.2699966430664
2017-09-13,116.5999984741211
2017-09-14,115.8000030517578
2017-09-15,115.87999725341795
2017-09-18,116.22000122070312
2017-09-19,117.26000213623048
2017-09-20,119.27999877929688
2017-09-21,118.8000030517578
2017-09-22,116.20999908447266
2017-09-25,113.9000015258789
2017-09-26,114.31999969482422
2017-09-27,115.29000091552734
2017-09-28,115.61000061035156
2017-09-29,114.68000030517578
2017-10-02,116.8499984741211
2017-10-03,117.2699966430664
2017-10-04,117.33000183105467
2017-10-05,117.05999755859376
2017-10-06,116.5
2017-10-09,116.72000122070312
2017-10-10,117.47000122070312
2017-10-11,116.6999969482422
2017-10-12,115.5
2017-10-13,115.69000244140624
2017-10-16,117.0
2017-10-17,116.75
2017-10-18,116.41999816894533
2017-10-19,116.5999984741211
2017-10-20,118.36000061035156
2017-10-23,118.13999938964844
2017-10-24,118.62999725341795
2017-10-25,118.16000366210938
2017-10-26,118.58000183105467
2017-10-27,116.93000030517578
2017-10-30,115.56999969482422
2017-10-31,116.2699966430664
2017-11-01,116.56999969482422
2017-11-02,116.20999908447266
2017-11-03,115.73999786376952
2017-11-06,110.95999908447266
2017-11-07,111.3499984741211
2017-11-08,111.41000366210938
2017-11-09,109.2300033569336
2017-11-10,110.2699966430664
2017-11-13,112.36000061035156
2017-11-14,112.70999908447266
2017-11-15,111.8499984741211
2017-11-16,111.87000274658205
2017-11-17,112.47000122070312
2017-11-20,111.7699966430664
2017-11-21,112.04000091552734
2017-11-22,112.06999969482422
2017-11-24,111.47000122070312
2017-11-27,111.41999816894533
2017-11-28,112.9499969482422
2017-11-29,115.08999633789062
2017-11-30,118.5999984741211
2017-12-01,117.4000015258789
2017-12-04,118.91000366210938
2017-12-05,117.76000213623048
2017-12-06,117.33999633789062
2017-12-07,117.95999908447266
2017-12-08,118.33999633789062
2017-12-11,118.12999725341795
2017-12-12,116.95999908447266
2017-12-13,116.9800033569336
2017-12-14,114.88999938964844
2017-12-15,115.2699966430664
2017-12-18,117.04000091552734
2017-12-19,118.83999633789062
2017-12-20,119.73999786376952
2017-12-21,120.3000030517578
2017-12-22,120.08999633789062
2017-12-26,120.0999984741211
2017-12-27,120.54000091552734
2017-12-28,120.91999816894533
2017-12-29,120.5500030517578
2018-01-02,123.61000061035156
2018-01-03,125.9800033569336
2018-01-04,128.0800018310547
2018-01-05,128.47000122070312
2018-01-08,129.5800018310547
2018-01-09,127.9000015258789
2018-01-10,128.0
2018-01-11,129.24000549316406
2018-01-12,128.32000732421875
2018-01-16,125.87999725341795
2018-01-17,126.76000213623048
2018-01-18,126.11000061035156
2018-01-19,127.55999755859376
2018-01-22,127.25
2018-01-23,126.4800033569336
2018-01-24,126.1999969482422
2018-01-25,125.62999725341795
2018-01-26,126.93000030517578
2018-01-29,125.97000122070312
2018-01-30,124.70999908447266
2018-01-31,125.62999725341795
2018-02-01,123.54000091552734
2018-02-02,123.0999984741211
2018-02-05,117.12999725341795
2018-02-06,118.95999908447266
2018-02-07,117.12999725341795
2018-02-08,111.9499969482422
2018-02-09,113.76000213623048
2018-02-12,116.69000244140624
2018-02-13,116.02999877929688
2018-02-14,115.98999786376952
2018-02-15,117.93000030517578
2018-02-16,119.37000274658205
2018-02-20,118.86000061035156
2018-02-21,119.22000122070312
2018-02-22,118.7699966430664
2018-02-23,119.36000061035156
2018-02-26,121.73999786376952
2018-02-27,120.22000122070312
2018-02-28,119.1999969482422
2018-03-01,118.58999633789062
2018-03-02,117.31999969482422
2018-03-05,116.93000030517578
2018-03-06,119.06999969482422
2018-03-07,117.98999786376952
2018-03-08,116.68000030517578
2018-03-09,119.86000061035156
2018-03-12,120.05999755859376
2018-03-13,120.2300033569336
2018-03-14,118.5199966430664
2018-03-15,117.58999633789062
2018-03-16,118.51000213623048
2018-03-19,116.66000366210938
2018-03-20,116.51000213623048
2018-03-21,117.6500015258789
2018-03-22,112.9800033569336
2018-03-23,109.1999969482422
2018-03-26,114.33999633789062
2018-03-27,112.31999969482422
2018-03-28,111.18000030517578
2018-03-29,112.6999969482422
2018-04-02,109.93000030517578
2018-04-03,111.9000015258789
2018-04-04,112.31999969482422
2018-04-05,113.16000366210938
2018-04-06,110.13999938964844
2018-04-09,111.04000091552734
2018-04-10,113.8000030517578
2018-04-11,112.68000030517578
2018-04-12,113.37000274658205
2018-04-13,113.54000091552734
2018-04-16,113.91999816894533
2018-04-17,115.91000366210938
2018-04-18,116.18000030517578
2018-04-19,116.19000244140624
2018-04-20,116.12999725341795
2018-04-23,117.30999755859376
2018-04-24,114.0
2018-04-25,117.91000366210938
2018-04-26,117.1999969482422
2018-04-27,116.3000030517578
2018-04-30,115.69000244140624
2018-05-01,116.33000183105467
2018-05-02,112.08999633789062
2018-05-03,113.68000030517578
2018-05-04,114.1500015258789
2018-05-07,114.0999984741211
2018-05-08,113.76000213623048
2018-05-09,115.4499969482422
2018-05-10,116.20999908447266
2018-05-11,116.62000274658205
2018-05-14,116.72000122070312
2018-05-15,114.93000030517578
2018-05-16,119.04000091552734
2018-05-17,120.33000183105467
2018-05-18,121.18000030517578
2018-05-21,122.3000030517578
2018-05-22,122.8000030517578
2018-05-23,122.43000030517578
2018-05-24,121.87000274658205
2018-05-25,119.87000274658205
2018-05-29,118.23999786376952
2018-05-30,118.41999816894533
2018-05-31,117.5
2018-06-01,120.04000091552734
2018-06-04,120.4000015258789
2018-06-05,121.0999984741211
2018-06-06,123.02999877929688
2018-06-07,123.01000213623048
2018-06-08,122.63999938964844
2018-06-11,123.77999877929688
2018-06-12,123.61000061035156
2018-06-13,120.73999786376952
2018-06-14,120.77999877929688
2018-06-15,119.02999877929688
2018-06-18,119.06999969482422
2018-06-19,116.72000122070312
2018-06-20,116.81999969482422
2018-06-21,114.13999938964844
2018-06-22,115.27999877929688
2018-06-25,114.91999816894533
2018-06-26,114.62000274658205
2018-06-27,112.77999877929688
2018-06-28,112.08000183105467
2018-06-29,111.79000091552734
2018-07-02,112.37000274658205
2018-07-03,112.81999969482422
2018-07-05,112.72000122070312
2018-07-06,113.27999877929688
2018-07-09,114.36000061035156
2018-07-10,114.33999633789062
2018-07-11,113.9800033569336
2018-07-12,114.80999755859376
2018-07-13,114.83000183105467
2018-07-16,114.29000091552734
2018-07-17,114.66999816894533
2018-07-18,115.22000122070312
2018-07-19,116.29000091552734
2018-07-20,115.6999969482422
2018-07-23,115.83000183105467
2018-07-24,116.4000015258789
2018-07-25,116.33999633789062
2018-07-26,111.0199966430664
2018-07-27,109.3499984741211
2018-07-30,111.12999725341795
2018-07-31,112.9000015258789
2018-08-01,111.9000015258789
2018-08-02,110.79000091552734
2018-08-03,111.38999938964844
2018-08-06,110.91000366210938
2018-08-07,112.1999969482422
2018-08-08,110.7300033569336
2018-08-09,111.55999755859376
2018-08-10,110.55999755859376
2018-08-13,110.05999755859376
2018-08-14,111.41999816894533
2018-08-15,108.4800033569336
2018-08-16,110.23999786376952
2018-08-17,111.61000061035156
2018-08-20,112.26000213623048
2018-08-21,112.22000122070312
2018-08-22,110.73999786376952
2018-08-23,110.11000061035156
2018-08-24,110.63999938964844
2018-08-27,112.66000366210938
2018-08-28,111.56999969482422
2018-08-29,112.7699966430664
2018-08-30,111.37000274658205
2018-08-31,109.91999816894533
2018-09-04,109.25
2018-09-05,111.75
2018-09-06,111.55999755859376
2018-09-07,111.91000366210938
2018-09-10,113.1999969482422
2018-09-11,112.63999938964844
2018-09-12,112.88999938964844
2018-09-13,113.76000213623048
2018-09-14,114.45999908447266
2018-09-17,115.36000061035156
2018-09-18,116.4499969482422
2018-09-19,117.77999877929688
2018-09-20,118.16000366210938
2018-09-21,116.69000244140624
2018-09-24,115.88999938964844
2018-09-25,113.02999877929688
2018-09-26,111.56999969482422
2018-09-27,110.54000091552734
2018-09-28,109.69000244140624
2018-10-01,109.9800033569336
